0.81541735,('moth', 'moths')
0.3792679,('whoremongers', 'whoredom')
0.3791017,('sluttish', 'mistress')
0.37872675,('bitch', 'whored')
0.3783727,('hookers', 'floozie')
0.37830204,('slattern', 'manwhore')
0.37792107,('moll', 'whore')
0.37789375,('cunt', 'vixen')
0.37781164,('strumpets', 'moll')
0.3776892,('rentboy', 'slattern')
0.37767938,('mistress', 'whore')
0.3773284,('cunt', 'whoredom')
0.3765715,('mistress', 'hookers')
0.37655628,('sluttiness', 'whore')
0.37638852,('streetwalker', 'harlots')
0.37613752,('hooker', 'floozie')
0.37585986,('hookers', 'sluts')
0.37578055,('sluttish', 'meretricious')
0.37536556,('streetwalking', 'odalisque')
0.37531194,('whoremongers', 'hussy')
0.3749962,('mistress', 'courtier')
0.37497094,('hookers', 'whoring')
0.37481904,('streetwalking', 'whore')
0.37463975,('prositution', 'slutting')
0.37452844,('trollop', 'hookers')
0.37449375,('moll', 'socialites')
0.3744799,('courtesan', 'harlotry')
0.37440038,('cow', 'oxen')
0.374386,('hellcat', 'concubine')
0.37429518,('adulteress', 'vixen')
0.37420017,('john', 'whore')
0.3740761,('whored', 'harlot')
0.37406185,('whoremongers', 'sonofabitch')
0.3733052,('whoredom', 'harpy')
0.37328446,('mongering', 'whores')
0.37314278,('whores', 'sluttiness')
0.37303245,('bitch', 'guff')
0.37299508,('moll', 'slutting')
0.3728492,('streetwalking', 'whoring')
0.37273887,('rentboy', 'cunt')
0.37273833,('concubine', 'slatternly')
0.37241077,('mistress', 'slatternly')
0.37235326,('beyotch', 'slatternly')
0.3720755,('whoremongers', 'trollop')
0.3719695,('whoremongers', 'strumpet')
0.37196815,('strumpet', 'hooker')
0.37178868,('slattern', 'bitchiness')
0.3717422,('rentboy', 'odalisque')
0.37171468,('whored', 'strumpet')
0.3715453,('courtier', 'adulteress')
0.3714294,('trollop', 'meretricious')
0.37135324,('trollop', 'socialites')
0.37119114,('slattern', 'courtesan')
0.37080008,('slattern', 'concubine')
0.37076518,('harlots', 'floozie')
0.3700124,('floozy', 'guff')
0.36987424,('hookers', 'socialites')
0.36946005,('prostitute', 'courtesans')
0.36908633,('mistress', 'concubines')
0.36864138,('concubinage', 'whoredom')
0.3685458,('whoremongers', 'prostitutes')
0.36850348,('rentboy', 'socialite')
0.3684543,('courtiers', 'concubine')
0.36844358,('bitchiness', 'slutting')
0.36837453,('tart', 'floozie')
0.36817536,('whores', 'courtiers')
0.36765012,('prositution', 'harlots')
0.36746848,('cunt', 'kine')
0.36745292,('hookers', 'slutting')
0.3671996,('rentboy', 'beyotch')
0.36712196,('rentboy', 'vixen')
0.36693498,('floozy', 'whored')
0.366261,('sluttiness', 'courtesan')
0.36625066,('paramour', 'bitch')
0.36624056,('strumpets', 'socialites')
0.3659697,('hustler', 'hussy')
0.36523563,('john', 'kine')
0.36515886,('hookers', 'slutty')
0.36485335,('moll', 'sonofabitch')
0.36443204,('courtesans', 'floozie')
0.36429548,('whoring', 'floozie')
0.3641108,('hustler', 'strumpet')
0.36409035,('slutting', 'socialite')
0.36403155,('sluttiness', 'moll')
0.36387452,('slattern', 'buncombe')
0.36383623,('harlot', 'sonofabitch')
0.36373654,('rentboy', 'slut')
0.36359408,('whoremongers', 'slattern')
0.36347494,('slutty', 'socialites')
0.36298007,('beyotch', 'whored')
0.36297202,('streetwalker', 'socialites')
0.362944,('floozy', 'sonofabitch')
0.36286855,('trollop', 'buncombe')
0.3627597,('whores', 'slatternly')
0.3627582,('adulteress', 'manwhore')
0.36270103,('moth', 'mole')
0.36254424,('floozie', 'glowworm')
0.36216804,('rentboy', 'slatternly')
0.361998,('socialite', 'whore')
0.3619047,('hookers', 'vixen')
0.36175284,('beyotch', 'moll')
0.36140388,('prostitutes', 'strumpets')
0.36139497,('paramour', 'slut')
0.36133793,('slutty', 'socialite')
0.36096013,('floozie', 'concubine')
0.36095062,('strumpet', 'buncombe')
0.36074448,('rentboy', 'hustler')
0.36060798,('whoredom', 'slutty')
0.3603764,('concubinage', 'prostitution')
0.36036283,('sluttish', 'hookers')
0.3601983,('streetwalking', 'courtesan')
0.35982198,('harlots', 'odalisque')
0.35977098,('harlot', 'buncombe')
0.35972753,('mistress', 'slut')
0.35961705,('whoredom', 'slut')
0.35929838,('trollop', 'courtesans')
0.3592081,('tart', 'hussy')
0.35913426,('bitch', 'adulteress')
0.35908693,('whores', 'buncombe')
0.35879964,('adulteress', 'slutty')
0.35874614,('floozy', 'concubine')
0.35858515,('moth', 'rats')
0.35849303,('rats', 'glowworm')
0.35792485,('whored', 'slut')
0.35768184,('harlots', 'socialites')
0.3570919,('hookers', 'hellcat')
0.3570505,('manwhore', 'harlotry')
0.357022,('rentboy', 'harlotry')
0.35688284,('bitchiness', 'floozie')
0.3568232,('floozy', 'hooker')
0.3567833,('john', 'hookers')
0.3561544,('whore', 'concubine')
0.3559385,('rentboy', 'strumpets')
0.3558228,('bitchiness', 'manwhore')
0.3557363,('whores', 'prositution')
0.35548317,('whoredom', 'adulteress')
0.35544652,('bitch', 'hustler')
0.35521343,('moll', 'manwhore')
0.35483673,('mongering', 'hogwash')
0.35477275,('bitch', 'sluttiness')
0.35470855,('trollop', 'slag')
0.35438162,('harlots', 'sonofabitch')
0.35399297,('cunt', 'harlots')
0.35385436,('whoremongers', 'bitch')
0.35382524,('cunt', 'whoring')
0.35366654,('rentboy', 'john')
0.35362318,('mistress', 'odalisque')
0.35352364,('whores', 'streetwalking')
0.35345882,('whores', 'hustler')
0.35332525,('hustler', 'slatternly')
0.35329247,('socialites', 'odalisque')
0.3532273,('concubine', 'harpy')
0.35314596,('beyotch', 'kine')
0.35301515,('strumpets', 'meretricious')
0.35293284,('whores', 'sonofabitch')
0.35281706,('sluttiness', 'adulteress')
0.35278296,('concubines', 'harlotry')
0.35274076,('sluttiness', 'prositution')
0.35270837,('hustler', 'courtesan')
0.35258788,('hellcat', 'harlotry')
0.35249805,('whore', 'courtesan')
0.35247493,('rentboy', 'prositution')
0.35237744,('vixen', 'socialites')
0.35236228,('trollop', 'cocotte')
0.35235947,('strumpets', 'sonofabitch')
0.35233745,('sluttish', 'prostitutes')
0.35221624,('rat', 'glowworm')
0.35220328,('sluttish', 'socialites')
0.35194612,('prostitutes', 'sluts')
0.35187757,('kine', 'hellcat')
0.35168183,('socialite', 'odalisque')
0.35162404,('harlots', 'slut')
0.35135517,('whoredom', 'odalisque')
0.35111848,('moll', 'odalisque')
0.35110056,('john', 'floozie')
0.3505889,('whoremongers', 'prositution')
0.35048005,('rat', 'harpy')
0.35022232,('bitchiness', 'harlotry')
0.34987828,('harlotry', 'bunkum')
0.34965172,('meretricious', 'slattern')
0.3495328,('whoredom', 'sluts')
0.34939867,('concubines', 'prostitution')
0.34925032,('slutting', 'odalisque')
0.34921157,('prostitutes', 'harlot')
0.34918264,('sluttish', 'whored')
0.34913638,('meretricious', 'whoring')
0.34911224,('meretricious', 'whores')
0.34884885,('sluttish', 'tart')
0.34869096,('bitchiness', 'harlot')
0.3486903,('streetwalker', 'prositution')
0.34864816,('hussy', 'hooker')
0.34857175,('prostitutes', 'manwhore')
0.34851295,('paramour', 'streetwalking')
0.34850517,('whored', 'harlotry')
0.3479876,('socialites', 'courtesan')
0.34795484,('whoredom', 'vixen')
0.347353,('hussy', 'courtier')
0.3473018,('meretricious', 'sluttiness')
0.34667867,('sluttiness', 'harlots')
0.34605572,('prostitutes', 'whore')
0.34582487,('sluttish', 'concubinage')
0.34579507,('whored', 'meretricious')
0.3457683,('sluttish', 'hooker')
0.34543562,('beyotch', 'whoring')
0.34532726,('rat', 'cow')
0.34529236,('slattern', 'sonofabitch')
0.34475744,('courtiers', 'harlotry')
0.3446973,('beyotch', 'paramour')
0.34468535,('whoredom', 'prositution')
0.34454328,('strumpet', 'socialites')
0.3444737,('whores', 'floozie')
0.3439651,('streetwalking', 'harlot')
0.34394586,('vixen', 'concubine')
0.34379545,('strumpets', 'glowworm')
0.34363204,('tart', 'bitchiness')
0.34355775,('whoredom', 'hellcat')
0.3432903,('strumpets', 'kine')
0.34327418,('tart', 'vixen')
0.34288484,('cunt', 'harlotry')
0.34243488,('rentboy', 'harlot')
0.34231448,('manwhore', 'courtesan')
0.3420089,('strumpets', 'courtiers')
0.3419159,('bitch', 'mistress')
0.34177205,('courtier', 'floozie')
0.34166187,('whoredom', 'manwhore')
0.3416146,('vixen', 'harlotry')
0.34160706,('hooker', 'vixen')
0.3413991,('whores', 'hogwash')
0.34125522,('cunt', 'whored')
0.3412214,('vixen', 'sluts')
0.34120977,('beyotch', 'odalisque')
0.34106913,('courtesans', 'moll')
0.3409465,('courtier', 'slatternly')
0.34072742,('paramour', 'slutty')
0.34053373,('tart', 'sluttiness')
0.34051636,('rentboy', 'hooker')
0.3404642,('strumpet', 'courtesans')
0.34042472,('whoremongers', 'slutting')
0.3400519,('whoremongers', 'streetwalking')
0.3399555,('hustler', 'slattern')
0.33969074,('strumpets', 'concubines')
0.3396428,('slattern', 'courtier')
0.3395966,('slattern', 'socialites')
0.33959568,('streetwalker', 'bitchiness')
0.33958885,('beyotch', 'sluts')
0.33957475,('rat', 'streetwalker')
0.33945635,('kine', 'slutting')
0.33926874,('floozy', 'socialites')
0.33904833,('john', 'whores')
0.3386161,('bitch', 'moll')
0.33845922,('paramour', 'harlotry')
0.33842358,('prostitutes', 'courtesan')
0.33823788,('rentboy', 'moll')
0.33815253,('john', 'bitch')
0.3381262,('concubines', 'odalisque')
0.3380769,('rat', 'moths')
0.33803135,('whore', 'odalisque')
0.33784324,('hussy', 'cocotte')
0.3377918,('hustler', 'streetwalking')
0.3376499,('mistress', 'moll')
0.3373009,('slatternly', 'cocotte')
0.33727956,('hustler', 'slut')
0.33700782,('moll', 'concubine')
0.33694753,('floozie', 'cocotte')
0.3368837,('cunt', 'odalisque')
0.33672774,('hussy', 'concubines')
0.3365161,('prostitute', 'slutting')
0.33645573,('prositution', 'manwhore')
0.33629334,('prostitutes', 'floozy')
0.33579707,('bitchiness', 'guff')
0.3346576,('concubines', 'oxen')
0.33464545,('meretricious', 'hogwash')
0.33441356,('mongering', 'whore')
0.33427525,('john', 'trollop')
0.33422866,('harlots', 'manwhore')
0.33419457,('cunt', 'slag')
0.33373556,('slut', 'harlotry')
0.33352613,('prostitute', 'harpy')
0.3335234,('hookers', 'harlot')
0.3333729,('socialites', 'slatternly')
0.33337256,('whoredom', 'floozie')
0.33318007,('streetwalking', 'courtesans')
0.33306795,('whored', 'harpy')
0.33301297,('streetwalking', 'harpy')
0.33286688,('hogwash', 'whore')
0.33285934,('beyotch', 'socialite')
0.33273423,('concubines', 'hookers')
0.33264303,('beyotch', 'guff')
0.3323452,('bitchiness', 'socialite')
0.33203632,('whoremongers', 'cunt')
0.33199012,('cunt', 'tart')
0.33193484,('sluttish', 'courtiers')
0.33158407,('trollop', 'kine')
0.33155623,('bitch', 'kine')
0.33149254,('harlots', 'concubine')
0.33141673,('whores', 'vixen')
0.33126515,('bitchiness', 'buncombe')
0.3312629,('whoremongers', 'hustler')
0.3311262,('sonofabitch', 'buncombe')
0.3310292,('john', 'manwhore')
0.33067113,('cunt', 'guff')
0.33043802,('meretricious', 'slatternly')
0.33040297,('prostitutes', 'concubine')
0.33015206,('odalisque', 'buncombe')
0.32949278,('hustler', 'sonofabitch')
0.3294426,('strumpets', 'bitchiness')
0.3293283,('concubinage', 'odalisque')
0.3292604,('whoredom', 'slutting')
0.32925105,('whoremongers', 'floozie')
0.32916465,('slattern', 'mistress')
0.329073,('harlots', 'buncombe')
0.3286898,('courtier', 'harlotry')
0.32822618,('meretricious', 'strumpet')
0.32816178,('trollop', 'bunkum')
0.32795268,('rentboy', 'harpy')
0.32781547,('floozy', 'meretricious')
0.32765958,('strumpets', 'courtesan')
0.32722428,('sluttiness', 'bunkum')
0.32707036,('sluttish', 'cocotte')
0.3268974,('hussy', 'kine')
0.3268255,('glowworm', 'cocotte')
0.32682103,('harlotry', 'sluts')
0.32679388,('whoremongers', 'moll')
0.32655564,('tart', 'adulteress')
0.32627538,('tart', 'slut')
0.32625604,('tart', 'streetwalker')
0.32620484,('prostitutes', 'hustler')
0.32616892,('john', 'streetwalker')
0.32614815,('prostitute', 'bitch')
0.32607195,('sluttish', 'buncombe')
0.32586855,('whored', 'harlots')
0.325664,('bitchiness', 'sluts')
0.3253303,('meretricious', 'floozie')
0.32524294,('trollop', 'courtesan')
0.3251373,('harlot', 'socialite')
0.3251038,('concubinage', 'prositution')
0.32499218,('whoring', 'buncombe')
0.32493147,('jade', 'glowworm')
0.32490256,('slag', 'bunkum')
0.32485026,('meretricious', 'bitchiness')
0.32484096,('whores', 'adulteress')
0.32480192,('strumpet', 'kine')
0.3245355,('prostitution', 'courtesans')
0.32444215,('meretricious', 'harpy')
0.32436085,('manwhore', 'buncombe')
0.32425264,('beyotch', 'cocotte')
0.32404968,('whoremongers', 'slatternly')
0.32384604,('rentboy', 'whores')
0.32372004,('prostitutes', 'socialites')
0.32368818,('tart', 'harpy')
0.3236505,('trollop', 'hooker')
0.32365033,('cunt', 'hooker')
0.32362366,('prostitute', 'sluttiness')
0.3234847,('paramour', 'hustler')
0.3234584,('harlot', 'socialites')
0.323359,('slutty', 'courtesan')
0.32315665,('courtesans', 'whore')
0.32302836,('trollop', 'concubine')
0.3229487,('rot', 'harlotry')
0.32286507,('beyotch', 'tart')
0.3228295,('concubinage', 'harlot')
0.32279083,('rats', 'cows')
0.3223588,('hogwash', 'bunk')
0.32188722,('rentboy', 'bitch')
0.32136995,('hussy', 'socialites')
0.32135284,('cocotte', 'harpy')
0.3213301,('slattern', 'courtesans')
0.32125595,('hooker', 'courtesan')
0.32119155,('kine', 'harlots')
0.32096484,('prostitutes', 'hussy')
0.32087687,('whores', 'bitchiness')
0.32086226,('whored', 'whoredom')
0.3206783,('courtier', 'hellcat')
0.32049006,('streetwalking', 'mistress')
0.32042682,('whoremongers', 'buncombe')
0.32033628,('moll', 'harlotry')
0.31975606,('paramour', 'whoring')
0.31951937,('cunt', 'moll')
0.31937993,('strumpets', 'cocotte')
0.31930855,('kine', 'glowworm')
0.31926557,('socialites', 'sluts')
0.31911132,('bitchiness', 'bunkum')
0.3191014,('streetwalking', 'harlots')
0.31907952,('courtier', 'vixen')
0.31907672,('sluttiness', 'hookers')
0.31906396,('whored', 'sluttiness')
0.31890738,('buncombe', 'harpy')
0.31890363,('beyotch', 'mistress')
0.3188915,('whoring', 'vixen')
0.31860718,('sluttish', 'sonofabitch')
0.318528,('courtiers', 'harpy')
0.3184967,('courtesans', 'hellcat')
0.31847054,('tart', 'moll')
0.31841126,('kine', 'whore')
0.31820002,('whored', 'adulteress')
0.3181251,('whoredom', 'courtesans')
0.31794938,('cow', 'kine')
0.31766674,('whoremongers', 'streetwalker')
0.31766406,('whoredom', 'courtiers')
0.31762856,('prostitute', 'concubinage')
0.31756657,('slut', 'courtesan')
0.31743675,('guff', 'buncombe')
0.3174318,('concubines', 'slutting')
0.31737223,('john', 'slattern')
0.31735897,('trollop', 'mongering')
0.3170226,('streetwalker', 'whoring')
0.31686532,('guff', 'sonofabitch')
0.31685305,('john', 'whoring')
0.3168331,('bitchiness', 'whore')
0.3168142,('prostitutes', 'concubinage')
0.3167539,('beyotch', 'whoredom')
0.31668493,('courtesans', 'sluts')
0.31659573,('slutting', 'socialites')
0.31659305,('slut', 'sonofabitch')
0.3164471,('cunt', 'hustler')
0.3164224,('strumpets', 'hustler')
0.3164066,('courtesans', 'harlotry')
0.31636417,('slut', 'odalisque')
0.31633487,('tart', 'hellcat')
0.31623214,('concubines', 'slatternly')
0.31602138,('beyotch', 'harlotry')
0.31599122,('paramour', 'strumpets')
0.3157734,('hussy', 'courtiers')
0.31565908,('hookers', 'moll')
0.31513372,('mistress', 'slutting')
0.31509694,('mistress', 'courtiers')
0.31497765,('hustler', 'hooker')
0.3148112,('mole', 'cunt')
0.31478548,('streetwalking', 'adulteress')
0.3147178,('trollop', 'glowworm')
0.31425944,('whored', 'buncombe')
0.3142235,('bunkum', 'bunk')
0.31418866,('john', 'slutty')
0.31413212,('harlots', 'courtier')
0.3139179,('kine', 'moll')
0.31384912,('rentboy', 'whoring')
0.31350532,('hooking', 'manwhore')
0.3134973,('whoremongers', 'concubinage')
0.3134882,('slutting', 'harlotry')
0.31301555,('john', 'hussy')
0.31285256,('courtiers', 'odalisque')
0.31283766,('courtesans', 'cocotte')
0.31278488,('trollop', 'courtier')
0.31275862,('prositution', 'whore')
0.31266937,('prostitute', 'cunt')
0.31266242,('adulteress', 'cocotte')
0.31257161,('whoremongers', 'prostitute')
0.31242672,('concubinage', 'mistress')
0.31241614,('whoredom', 'moll')
0.31204197,('streetwalker', 'kine')
0.3117219,('sluttiness', 'mistress')
0.31169906,('guff', 'whore')
0.3116849,('mole', 'paramour')
0.3116367,('streetwalking', 'sluts')
0.31159505,('streetwalking', 'socialites')
0.31154016,('strumpets', 'mistress')
0.31125262,('bitch', 'rat')
0.3111972,('whoredom', 'streetwalker')
0.31110767,('harlots', 'vixen')
0.31101605,('floozy', 'prositution')
0.31098622,('bitch', 'harlots')
0.3106628,('sonofabitch', 'harlotry')
0.3103392,('meretricious', 'guff')
0.31031314,('whores', 'prostitution')
0.31026784,('john', 'floozy')
0.31008148,('courtesans', 'slutty')
0.31007388,('prostitute', 'harlots')
0.3100343,('rat', 'hellcat')
0.30999684,('glowworm', 'harpy')
0.30990094,('jade', 'odalisque')
0.30970395,('hoe', 'kine')
0.30920494,('kine', 'odalisque')
0.30914626,('whoredom', 'concubines')
0.3091276,('floozy', 'cocotte')
0.30889118,('paramour', 'hooker')
0.30866897,('mistress', 'courtesans')
0.30865598,('whoredom', 'prostitution')
0.30815864,('whoremongers', 'hellcat')
0.30797076,('hooker', 'whore')
0.30791155,('strumpet', 'glowworm')
0.30788717,('tart', 'whore')
0.3077666,('hookers', 'slatternly')
0.30766422,('strumpets', 'adulteress')
0.30762583,('courtiers', 'slatternly')
0.30756757,('strumpets', 'concubine')
0.30754545,('prostitute', 'sluts')
0.30749118,('slattern', 'slag')
0.30723092,('courtesan', 'cocotte')
0.30717444,('streetwalking', 'slut')
0.30696982,('whore', 'buncombe')
0.30693164,('mongering', 'sluttiness')
0.30689242,('slattern', 'concubines')
0.30650827,('bitchiness', 'socialites')
0.3064522,('slatternly', 'sluts')
0.3064391,('meretricious', 'courtesans')
0.30638468,('moll', 'slut')
0.30634463,('moll', 'cocotte')
0.30632213,('whores', 'bunkum')
0.30624697,('concubinage', 'slatternly')
0.3061491,('socialite', 'concubine')
0.30612838,('hooker', 'hellcat')
0.30611855,('slattern', 'bunkum')
0.306095,('glowworm', 'buncombe')
0.3056844,('courtier', 'socialite')
0.3054622,('prostitution', 'harlotry')
0.3053187,('whored', 'slatternly')
0.30530894,('prostitute', 'strumpets')
0.3052998,('courtesans', 'slutting')
0.3052019,('harlot', 'bunkum')
0.30484954,('kine', 'sonofabitch')
0.30477768,('socialites', 'harpy')
0.3046073,('rentboy', 'prostitution')
0.30442593,('prostitutes', 'strumpet')
0.30417722,('hustler', 'slutty')
0.30416143,('mistress', 'hooker')
0.30405873,('john', 'streetwalking')
0.30395785,('guff', 'slag')
0.30388767,('meretricious', 'hussy')
0.30382016,('guff', 'hellcat')
0.30360186,('trollop', 'prositution')
0.30345714,('prostitutes', 'slut')
0.30338246,('rat', 'slattern')
0.30328372,('prostitution', 'courtesan')
0.30325994,('prostitute', 'odalisque')
0.30313578,('hustler', 'harlots')
0.3031214,('bitchiness', 'adulteress')
0.30293956,('hooking', 'slutting')
0.3029164,('hooking', 'whoring')
0.30289873,('sluttiness', 'socialite')
0.30278715,('adulteress', 'slutting')
0.30263126,('beyotch', 'glowworm')
0.3024622,('cunt', 'hookers')
0.30241176,('bitch', 'slag')
0.30237457,('prostitutes', 'harlotry')
0.30217627,('whoring', 'socialites')
0.3021711,('paramour', 'courtesans')
0.30211455,('courtier', 'sonofabitch')
0.30164748,('meretricious', 'harlot')
0.3015825,('bitch', 'hogwash')
0.30119315,('slut', 'bunkum')
0.30084133,('paramour', 'bitchiness')
0.3006207,('whored', 'vixen')
0.30052787,('whoremongers', 'mongering')
0.3002079,('hustler', 'whoring')
0.30015686,('whoredom', 'courtesan')
0.3001503,('courtesans', 'vixen')
0.30008024,('adulteress', 'sonofabitch')
0.30004716,('bitch', 'bunkum')
0.2999671,('jade', 'kine')
0.2999046,('floozy', 'courtier')
0.29990005,('sluttiness', 'prostitution')
0.29954028,('beyotch', 'harlots')
0.2995305,('harlots', 'moll')
0.2995291,('hustler', 'harlot')
0.29938096,('whores', 'moll')
0.29904038,('whores', 'guff')
0.29898083,('harlots', 'courtesan')
0.29880124,('guff', 'slut')
0.29861835,('prostitute', 'slattern')
0.29859215,('rat', 'sonofabitch')
0.29843485,('john', 'harlots')
0.29790983,('streetwalking', 'concubines')
0.29759932,('paramour', 'hookers')
0.29747108,('paramour', 'concubinage')
0.29730886,('socialites', 'harlotry')
0.2971898,('concubines', 'kine')
0.2971847,('mistress', 'harlotry')
0.2971619,('rentboy', 'harlots')
0.2969436,('whores', 'concubine')
0.2967596,('jade', 'concubine')
0.29660493,('kine', 'floozie')
0.29630545,('bitchiness', 'odalisque')
0.29625434,('courtesans', 'socialite')
0.2960461,('hookers', 'harpy')
0.29604295,('strumpets', 'bunkum')
0.2958832,('concubinage', 'streetwalking')
0.29523253,('courtier', 'cocotte')
0.29522592,('kine', 'courtesans')
0.29510492,('cunt', 'cocotte')
0.29494104,('meretricious', 'odalisque')
0.29492453,('bitch', 'socialite')
0.2948578,('slattern', 'sluts')
0.29478598,('cunt', 'rat')
0.2947789,('streetwalker', 'courtier')
0.29471117,('whored', 'mongering')
0.2947093,('bitchiness', 'courtesan')
0.29467398,('john', 'harlot')
0.29463783,('mole', 'vixen')
0.29461858,('strumpets', 'guff')
0.29448253,('floozie', 'buncombe')
0.29438326,('streetwalking', 'concubine')
0.2943215,('bitch', 'hookers')
0.29419106,('concubines', 'whoring')
0.29376644,('hussy', 'buncombe')
0.2934812,('hussy', 'guff')
0.29348058,('john', 'strumpets')
0.29334825,('whoredom', 'courtier')
0.29333797,('slatternly', 'buncombe')
0.29297692,('prositution', 'vixen')
0.29292318,('hellcat', 'buncombe')
0.2928473,('kine', 'concubine')
0.2928404,('concubines', 'socialites')
0.2926766,('prostitutes', 'hooker')
0.2925547,('hustler', 'kine')
0.29249084,('concubines', 'harpy')
0.29246154,('rat', 'manwhore')
0.29228562,('hooker', 'slutty')
0.29225746,('strumpet', 'bunkum')
0.2921977,('whoring', 'socialite')
0.29188347,('whoring', 'adulteress')
0.29177108,('strumpet', 'guff')
0.29133892,('whoring', 'sonofabitch')
0.2911197,('mongering', 'strumpet')
0.2910728,('streetwalking', 'hooker')
0.29102385,('whoremongers', 'hogwash')
0.29097307,('mongering', 'harlots')
0.29065505,('streetwalking', 'socialite')
0.29057178,('whores', 'socialite')
0.2903004,('prostitutes', 'slutting')
0.2902354,('hustler', 'prositution')
0.29019237,('bitch', 'concubine')
0.29018,('hooker', 'slatternly')
0.29014075,('meretricious', 'whore')
0.2898278,('sluts', 'harpy')
0.28982526,('hookers', 'courtesan')
0.28961894,('prostitution', 'manwhore')
0.28960207,('cows', 'kine')
0.2893862,('beyotch', 'hustler')
0.2893724,('manwhore', 'odalisque')
0.2892103,('prostitute', 'concubines')
0.28920677,('cunt', 'bunkum')
0.28915745,('strumpets', 'mongering')
0.28911492,('hoe', 'oxen')
0.28837222,('whored', 'streetwalker')
0.28836334,('streetwalker', 'concubine')
0.28793696,('hustler', 'sluttiness')
0.28779313,('socialites', 'manwhore')
0.2877689,('whoremongers', 'courtesans')
0.28773057,('sluttish', 'prositution')
0.28755826,('sluttiness', 'hooker')
0.2875073,('floozy', 'kine')
0.28749946,('cunt', 'hoe')
0.2873664,('slattern', 'hookers')
0.28735983,('streetwalking', 'bitchiness')
0.28731078,('prositution', 'slut')
0.2872155,('bitchiness', 'moll')
0.28705868,('john', 'sluts')
0.28678277,('whoredom', 'hookers')
0.2865933,('kine', 'slatternly')
0.28656173,('streetwalker', 'mistress')
0.2863858,('strumpets', 'prositution')
0.28633457,('strumpet', 'slag')
0.28623194,('kine', 'vixen')
0.2860364,('hellcat', 'sluts')
0.28596014,('prostitution', 'concubine')
0.2858786,('cunt', 'glowworm')
0.28573585,('john', 'slut')
0.28548712,('floozy', 'buncombe')
0.2852702,('mole', 'strumpet')
0.28512344,('beyotch', 'whoremongers')
0.28499085,('prositution', 'slutty')
0.28485397,('john', 'sonofabitch')
0.28467965,('whores', 'odalisque')
0.28466257,('prositution', 'sluts')
0.28460988,('prostitutes', 'slutty')
0.2842448,('prostitutes', 'paramour')
0.28396893,('slutty', 'sonofabitch')
0.28394926,('trollop', 'prostitutes')
0.2838454,('hooker', 'moll')
0.2837292,('manwhore', 'concubine')
0.28372312,('whoremongers', 'john')
0.28362897,('sluttish', 'prostitution')
0.28320375,('whores', 'courtesan')
0.282988,('concubines', 'sluts')
0.28295824,('strumpets', 'tart')
0.28289717,('meretricious', 'tart')
0.28286964,('concubines', 'whore')
0.28286293,('adulteress', 'sluts')
0.282603,('jade', 'courtesan')
0.28244677,('meretricious', 'harlots')
0.28243172,('rat', 'cows')
0.28238136,('strumpet', 'courtiers')
0.28236398,('hellcat', 'socialites')
0.2822722,('paramour', 'cunt')
0.28210667,('slut', 'concubine')
0.28209105,('prostitute', 'harlotry')
0.2819416,('rentboy', 'adulteress')
0.2818931,('slutting', 'courtesan')
0.2817944,('socialites', 'slut')
0.28177765,('concubinage', 'adulteress')
0.2816052,('rentboy', 'courtesan')
0.28133136,('beyotch', 'prostitute')
0.28129795,('cunt', 'buncombe')
0.2812263,('whored', 'bunkum')
0.28103873,('whoremongers', 'meretricious')
0.28091043,('rentboy', 'concubinage')
0.28077638,('slutting', 'concubine')
0.28077373,('mistress', 'prostitution')
0.28052926,('glowworm', 'sonofabitch')
0.28034368,('whored', 'floozie')
0.28005624,('concubinage', 'harlots')
0.27977678,('rentboy', 'concubine')
0.2796963,('mole', 'moths')
0.2795556,('paramour', 'harlots')
0.27955228,('hustler', 'slutting')
0.27912122,('concubinage', 'whore')
0.2790271,('hussy', 'bunkum')
0.27894816,('courtesans', 'slut')
0.2786409,('slutting', 'sonofabitch')
0.27857688,('glowworm', 'slatternly')
0.2785157,('whoring', 'courtesans')
0.27847743,('whoremongers', 'vixen')
0.2784531,('john', 'prostitutes')
0.27842304,('beyotch', 'john')
0.2783269,('whore', 'bunkum')
0.2783063,('meretricious', 'sonofabitch')
0.27822223,('beyotch', 'courtesan')
0.27811968,('bitch', 'bunk')
0.27810225,('courtier', 'moll')
0.2779083,('sluttiness', 'courtesans')
0.2776453,('bitch', 'tart')
0.27761266,('kine', 'harlot')
0.2775787,('tart', 'buncombe')
0.2775653,('john', 'moll')
0.2774418,('prositution', 'strumpet')
0.27740496,('floozie', 'sluts')
0.27737483,('bitch', 'mongering')
0.27734563,('whoring', 'concubine')
0.27729446,('prostitution', 'harlot')
0.27728346,('hookers', 'harlotry')
0.27711153,('mole', 'cocotte')
0.27694955,('sluttiness', 'cocotte')
0.27694368,('concubines', 'strumpet')
0.2769414,('mistress', 'whoring')
0.27687603,('prostitutes', 'whoring')
0.27684337,('mongering', 'harlot')
0.27672398,('slag', 'slut')
0.27671796,('hussy', 'glowworm')
0.2766146,('floozy', 'bunkum')
0.2765791,('meretricious', 'courtiers')
0.27649224,('bitch', 'streetwalking')
0.2764306,('whores', 'mistress')
0.27631575,('sluttiness', 'concubine')
0.27629024,('sluttiness', 'guff')
0.2762013,('manwhore', 'bunkum')
0.275968,('whoredom', 'socialites')
0.27579176,('tart', 'harlot')
0.27568138,('harlot', 'guff')
