,id,pos,category,stereotype,lemma,level
3565,EN1906,n,cds,no,eejit,inclusive
3572,EN678,n,asm,no,testicals,inclusive
3573,EN2793,n,cds,no,cub,conservative
3577,EN662,n,is,yes,tightwad,conservative
3578,EN1297,n,cds,no,shit,conservative
3585,EN4689,n,cds,no,Ὕβρις,conservative
3591,EN4686,n,cds,no,hubris,inclusive
3595,EN4430,n,pr,no,hookers,inclusive
3599,EN1108,n,dmc,yes,scalawag,conservative
3603,EN5945,n,asm,no,fatuousness,conservative
3606,EN527,n,asf,no,bonehead,conservative
3608,EN3757,n,cds,no,mac,inclusive
3612,EN5030,n,qas,no,prevaricates,conservative
3618,EN6565,n,an,no,slip of the tongue,inclusive
3620,EN742,n,rci,yes,ceorle,conservative
3622,EN2730,n,cds,no,crop enhancement,inclusive
3625,EN1298,n,cds,no,bastard,conservative
3632,EN1704,n,dmc,yes,tramp,inclusive
3634,EN2290,n,cds,no,multitude,inclusive
3638,EN532,n,or,no,blockhead,conservative
3639,EN7580,n,an,no,lampyris bellieri,inclusive
3645,EN5901,n,ddp,yes,microcephalic,inclusive
3646,EN506,n,an,no,bozo,conservative
3648,EN5497,n,cds,no,m. o. f. f. i. a.,conservative
3651,EN619,n,svp,no,miser,conservative
3655,EN3783,n,cds,no,mistress,conservative
3658,EN3054,n,re,no,incriminatory,inclusive
3660,EN1262,n,cds,no,rat,conservative
3666,EN6031,n,cds,no,stealer,inclusive
3670,EN1918,n,asf,no,retard,conservative
3673,EN4403,n,pr,no,prositution,inclusive
3679,EN1108,n,dmc,yes,scalawag,inclusive
3685,EN3036,n,cds,no,criminating,inclusive
3686,EN1898,n,ps,yes,idiocity,conservative
3688,EN733,n,rci,yes,barbarousness,conservative
3689,EN1262,n,ddp,yes,rat,conservative
3693,EN4375,n,re,no,theivery,inclusive
3696,EN1227,n,cds,no,dog,conservative
3702,EN5043,n,qas,no,dissembled,conservative
3703,EN1706,n,ps,yes,vagabond,inclusive
3706,EN3776,n,cds,no,pimper,inclusive
3708,EN6493,n,cds,no,homonculi,inclusive
3714,EN4431,n,pr,no,whoremongering,inclusive
3715,EN3378,n,svp,no,gourmands,conservative
3717,EN5680,a,dmc,yes,brutal,conservative
3718,EN1906,n,asf,no,eejit,conservative
3722,EN1298,n,cds,no,bastard,inclusive
3726,EN1704,n,dmc,yes,tramp,conservative
3727,EN5038,n,cds,no,dissembles,inclusive
3728,EN3372,n,svp,no,trencher-knives,inclusive
3729,EN1747,n,dmc,yes,movie villains,conservative
3737,EN1471,n,an,no,bos primigenius taurus,inclusive
3738,EN616,n,svp,no,niggard,inclusive
3740,EN7702,n,re,no,terrorisme,inclusive
3741,EN3915,n,cds,no,wit-cracker,inclusive
3747,EN1300,n,cds,no,mutha fucka,conservative
3752,EN420,n,an,no,animals,inclusive
3753,EN6673,v,asm,no,con,conservative
3756,EN7132,a,cds,no,coward,conservative
3757,EN1384,n,qas,no,botch,inclusive
3759,EN1741,n,re,no,scoundrel,conservative
3761,EN523,n,ddp,yes,putz,conservative
3762,EN3051,n,re,no,cernō,inclusive
3770,EN1934,n,an,no,bitch,conservative
3771,EN535,n,or,no,loggerhead,conservative
3781,EN2591,n,cds,no,junk,inclusive
3784,EN877,n,asm,no,dummy,inclusive
3788,EN4616,n,cds,no,great unwashed,inclusive
3792,EN5940,n,ddp,yes,fatuously,conservative
3793,EN3585,n,cds,no,moralisation,inclusive
3802,EN516,n,an,no,idiot,conservative
3806,EN3366,n,svp,no,gormandizes,inclusive
3811,EN168,n,ps,yes,idiocy,conservative
3813,EN1780,a,dmc,yes,unworthy,conservative
3814,EN4270,v,asm,no,screw,conservative
3815,EN3056,n,cds,no,breaking laws,inclusive
3817,EN1901,n,cds,no,oaf,inclusive
3821,EN1898,n,ddp,yes,idiocity,inclusive
3828,EN1911,n,asm,no,moronic,inclusive
3831,EN666,n,qas,no,nut,inclusive
3833,EN3376,n,svp,no,gormandize,conservative
3836,EN6665,v,re,no,victimize,inclusive
3837,EN4686,n,svp,no,hubris,inclusive
3849,EN523,n,cds,no,putz,conservative
3851,EN3011,n,re,no,incriminator,inclusive
3853,EN4732,n,asf,no,baby,conservative
3855,EN957,n,cds,no,falsehood,conservative
3857,EN1385,n,ddp,yes,fuckup,conservative
3859,EN525,n,ps,yes,dolt,conservative
3867,EN2053,n,cds,no,scum,conservative
3871,EN1056,a,ddp,yes,silly,conservative
3874,EN1708,n,cds,no,skunk,conservative
3878,EN2035,n,cds,no,trafficker,inclusive
3884,EN521,n,ps,yes,simple,conservative
3892,EN3092,a,cds,no,criminal,inclusive
3900,EN1893,n,asf,no,imbecile,conservative
3901,EN5345,n,svp,no,slackingly,conservative
3902,EN511,n,an,no,jackass,inclusive
3904,EN3750,n,cds,no,procuress,conservative
3907,EN2754,n,ps,yes,plant improvement,inclusive
3908,EN520,n,asf,no,tomfool,conservative
3910,EN5947,n,ddp,yes,stupidety,conservative
3911,EN406,n,an,no,faunas,inclusive
3912,EN3916,n,cds,no,gstieß,inclusive
3914,EN6492,n,cds,no,homunculus,inclusive
3919,EN1392,n,cds,no,boo-boo,inclusive
3920,EN1746,n,is,yes,miscreants,conservative
3922,EN2037,n,re,no,gouger,inclusive
3925,EN1662,n,cds,no,effrontery,conservative
3935,EN1077,n,cds,no,gangmembers,conservative
3937,EN3367,n,svp,no,gormands,conservative
3938,EN941,n,cds,no,hustler,conservative
3942,EN1921,n,asf,no,lout,conservative
3944,EN730,n,cds,no,barberian,conservative
3948,EN531,n,asf,no,knucklehead,conservative
3949,EN938,n,an,no,rent-boy,conservative
3955,EN534,n,or,no,dumbass,conservative
3957,EN6035,n,ddf,yes,shrimp,conservative
3959,EN2678,n,asm,no,wankers,conservative
3961,EN5086,n,cds,no,home credit,conservative
3968,EN4701,n,dmc,yes,buffoon,inclusive
3971,EN894,n,pr,no,harlot,conservative
3980,EN617,n,an,no,misers,conservative
3981,EN529,n,ddp,yes,dunce,conservative
3982,EN1913,n,cds,no,stupidhead,inclusive
3984,EN880,n,asf,no,pinhead,conservative
3986,EN5261,n,cds,no,cattle-raid,inclusive
3988,EN756,n,ddp,yes,brutality,inclusive
3990,EN4332,a,cds,no,sly,conservative
3998,EN3027,n,re,no,criminator,inclusive
3999,EN1783,a,is,yes,wretched,conservative
4001,EN5462,n,cds,no,👮,conservative
4003,EN1464,n,an,no,cow's size,inclusive
4006,EN4930,n,cds,no,ostentatiousness,conservative
4007,EN877,n,ps,yes,dummy,conservative
4011,EN877,n,ddp,yes,dummy,conservative
4013,EN4437,n,pr,no,punter,conservative
4014,EN2471,n,om,no,society for individual rights,inclusive
4015,EN876,n,asm,no,ninny,conservative
4019,EN336,n,cds,no,applesauce,conservative
4021,EN514,n,asm,no,sap,conservative
4029,EN421,n,ddp,yes,animate being,inclusive
4030,EN1385,n,cds,no,fuckup,conservative
4034,EN1118,n,cds,no,banditti,inclusive
4036,EN521,n,or,no,simple,conservative
4037,EN3777,n,cds,no,procurers,conservative
4039,EN4767,a,dmc,yes,penurious,conservative
4041,EN3064,n,re,no,incrimination,inclusive
4045,EN1916,n,asm,no,half-wit,conservative
4046,EN863,n,ddp,yes,soft touch,conservative
4047,EN6822,a,or,no,demanding,conservative
4060,EN1868,n,dmc,yes,parayars,inclusive
4064,EN4043,n,re,no,fury,inclusive
4067,EN1455,n,pr,no,cattle,inclusive
4068,EN4926,n,cds,no,ostentation,conservative
4075,EN4685,n,cds,no,supercilious,inclusive
4080,EN5521,n,re,no,mafiosa,conservative
4093,EN426,n,ddp,yes,metazoic,inclusive
4098,EN5513,n,re,no,m a f f i a,conservative
4100,EN7577,n,an,no,cantharis noctiluca,inclusive
4117,EN1904,n,asm,no,dunder heads,inclusive
4119,EN521,n,ddp,yes,simple,inclusive
4124,EN1145,n,cds,no,roguishness,conservative
4134,EN3686,a,dmc,yes,black,conservative
4137,EN7682,n,re,no,terroriᶘm,inclusive
4141,EN319,n,cds,no,gallimaufry,inclusive
4143,EN5033,n,dmc,yes,dissemblers,inclusive
4148,EN6842,a,cds,no,pedantic,conservative
4160,EN6633,v,re,no,rag,inclusive
4165,EN6843,a,cds,no,donnish,conservative
4167,EN534,n,asf,no,dumbass,conservative
4168,EN745,n,qas,no,peasant,conservative
4169,EN522,n,asf,no,chump,conservative
4170,EN1704,n,ps,yes,tramp,inclusive
4173,EN5019,n,qas,no,lying by omission,conservative
4179,EN3888,n,cds,no,bind,inclusive
4180,EN1924,n,asm,no,changelings,inclusive
4181,EN1918,n,ps,yes,retard,conservative
4182,EN5738,n,is,yes,poor,inclusive
4185,EN7707,n,re,no,act of terror,conservative
4186,EN735,n,qas,no,tyke,conservative
4187,EN520,n,cds,no,tomfool,conservative
4194,EN740,n,rci,yes,churls,conservative
4198,EN7569,n,pr,no,lampyris noctiluca,inclusive
4200,EN957,n,dmc,yes,falsehood,inclusive
4202,EN1026,n,cds,no,tale,conservative
4203,EN2827,n,asf,no,c word,conservative
4209,EN897,n,an,no,prostitute,conservative
4210,EN1885,n,cds,no,weakling,conservative
4217,EN672,n,qas,no,testis,inclusive
4218,EN5034,n,cds,no,dissemble,conservative
4219,EN1900,n,ddp,yes,dunder headed,inclusive
4227,EN874,n,ddp,yes,nincompoop,conservative
4233,EN1750,n,is,yes,villan,conservative
4238,EN3745,n,cds,no,flesh-monger,conservative
4240,EN5488,n,re,no,m. o. f. i. a.,conservative
4243,EN520,n,ddp,yes,tomfool,conservative
4245,EN1869,n,dmc,yes,paraiah,inclusive
4246,EN1700,n,qas,no,vagrant,conservative
4249,EN1075,n,cds,no,mob,inclusive
4251,EN2477,n,om,no,gayest,inclusive
4263,EN1908,n,cds,no,dunderheaded,inclusive
4264,EN7559,a,dmc,yes,abject,conservative
4265,EN338,n,cds,no,rubbish,conservative
4267,EN1701,n,cds,no,puke,conservative
4270,EN1231,n,cds,no,cad,conservative
4271,EN4418,n,pr,no,hoe,conservative
4275,EN529,n,an,no,dunce,conservative
4281,EN1104,n,re,no,rapscallion,inclusive
4282,EN858,n,ddp,yes,sucker,conservative
4283,EN1920,n,asf,no,cooyon,conservative
4289,EN4363,n,re,no,despoilment,inclusive
4291,EN733,n,ddp,yes,barbarousness,conservative
4297,EN1740,n,an,no,heavies,conservative
4299,EN3768,n,cds,no,sex-trader,inclusive
4307,EN4451,n,pr,no,mongering,conservative
4308,EN1234,n,cds,no,slob,conservative
4309,EN4069,n,cds,no,fascistic,conservative
4312,EN1709,n,cds,no,stinkpot,conservative
4317,EN3688,n,re,no,wretch,conservative
4318,EN537,n,ddp,yes,numskull,conservative
4319,EN690,n,qas,no,teste,inclusive
4320,EN898,n,an,no,floozy,conservative
4321,EN734,n,ddp,yes,boor,conservative
4325,EN3197,n,cds,no,dissembler,conservative
4328,EN859,n,ddp,yes,gull,conservative
4329,EN1936,n,pr,no,sonamabitch,conservative
4330,EN742,n,ps,yes,ceorle,conservative
4332,EN2471,n,om,no,society for individual rights,conservative
4336,EN1916,n,ddp,yes,half-wit,inclusive
4339,EN2826,n,asf,no,c-word,conservative
4341,EN4768,a,an,no,parsimonious,conservative
4346,EN751,a,svp,no,esurient,conservative
4350,EN880,n,ddp,yes,pinhead,conservative
4356,EN338,n,cds,no,rubbish,inclusive
4357,EN1896,n,ps,yes,idioticness,conservative
4361,EN747,n,ddp,yes,the karls,conservative
4368,EN396,n,an,no,brute,inclusive
4374,EN2986,n,ddp,yes,goon,conservative
4377,EN941,n,an,no,hustler,conservative
4380,EN1235,n,dmc,yes,pig,conservative
4381,EN2549,n,ddp,yes,charlatan,conservative
4383,EN1107,n,dmc,yes,knave,conservative
4384,EN2725,n,ps,yes,intraspecific hybrids,inclusive
4385,EN740,n,ps,yes,churls,conservative
4389,EN1304,n,cds,no,mothafucka,conservative
4394,EN7579,n,pr,no,lampyris submucronata,inclusive
4395,EN4770,a,dmc,yes,ungenerous,conservative
4401,EN5521,n,re,no,mafiosa,inclusive
4407,EN1125,n,cds,no,criminal,inclusive
4409,EN1703,n,dmc,yes,lowlife,conservative
4410,EN1745,n,cds,no,villainies,conservative
4412,EN1700,n,dmc,yes,vagrant,conservative
4414,EN744,n,ps,yes,barbaric,conservative
4419,EN5509,n,cds,no,moffia,inclusive
4422,EN5026,n,cds,no,prevaricate,inclusive
4426,EN332,n,an,no,codswallop,conservative
4431,EN4993,n,svp,no,libidinous,inclusive
4436,EN959,n,cds,no,falsity,inclusive
4440,EN1935,n,an,no,bitch-slap,conservative
4441,EN289,n,svp,no,slug,conservative
4447,EN332,n,cds,no,codswallop,conservative
4450,EN748,n,cds,no,tike,conservative
4453,EN738,n,rci,yes,goth,conservative
4454,EN1409,n,qas,no,bumbler,conservative
4456,EN2811,n,or,no,c-bomb,conservative
4459,EN7401,a,is,yes,pitiable,conservative
4463,EN959,n,qas,no,falsity,conservative
4471,EN34,n,ddp,yes,insensibility,conservative
4473,EN5015,a,svp,no,faineant,conservative
4479,EN4764,a,dmc,yes,insular,conservative
4480,EN1741,n,is,yes,scoundrel,conservative
4482,EN530,n,or,no,dunderhead,conservative
4488,EN1108,n,an,no,scalawag,conservative
4490,EN7711,n,re,no,terrorize,inclusive
4494,EN7142,a,re,no,violent,conservative
4499,EN1707,n,qas,no,derelict,inclusive
4503,EN2491,n,cds,no,gossip,inclusive
4505,EN700,n,qas,no,orchitic,inclusive
4508,EN1922,n,ps,yes,idiotes,conservative
4509,EN5501,n,re,no,mafias,inclusive
4513,EN1904,n,cds,no,dunder heads,inclusive
4515,EN1752,n,cds,no,villians,conservative
4518,EN495,n,asm,no,betise,conservative
4519,EN2723,n,ps,yes,hybridizers,inclusive
4521,EN544,n,om,no,donkey,inclusive
4522,EN1307,n,cds,no,prick,conservative
4523,EN1317,n,cds,no,motherfucka,conservative
4524,EN4420,n,pr,no,bawds,inclusive
4533,EN3390,n,svp,no,trencher-knife,inclusive
4536,EN3013,n,cds,no,criminate,inclusive
4539,EN1750,n,re,no,villan,conservative
4541,EN1922,n,ddp,yes,idiotes,inclusive
4544,EN955,n,cds,no,prevarication,conservative
4549,EN1915,n,ps,yes,th. metzger,conservative
4563,EN1906,n,ddp,yes,eejit,conservative
4565,EN417,n,ddp,yes,epifaunal,inclusive
4566,EN1933,n,asf,no,cunt,conservative
4574,EN7396,a,qas,no,poor,conservative
4575,EN2819,n,asf,no,snatch,conservative
4576,EN2753,n,ps,yes,crossbreeds,inclusive
4584,EN1117,n,cds,no,malefactor,inclusive
4592,EN1104,n,re,no,rapscallion,conservative
4595,EN1904,n,asf,no,dunder heads,conservative
4597,EN1895,n,asf,no,changeling,conservative
4603,EN680,n,qas,no,ballocks,inclusive
4608,EN732,n,an,no,savage,conservative
4609,EN4356,n,re,no,asportation,inclusive
4613,EN1703,n,an,no,lowlife,conservative
4614,EN525,n,ddp,yes,dolt,conservative
4616,EN1925,n,asm,no,coo-yon,inclusive
4623,EN1408,n,an,no,wildcat,conservative
4624,EN2489,n,ddp,yes,newsmonger,conservative
4644,EN5508,n,cds,no,badda bing,inclusive
4647,EN2684,n,asm,no,wanky,conservative
4650,EN4412,n,pr,no,sex client,inclusive
4653,EN7400,a,dmc,yes,miserable,conservative
4657,EN693,n,asm,no,balls,inclusive
4658,EN528,n,ddp,yes,hammerhead,conservative
4659,EN729,n,rci,yes,barbarian,conservative
4664,EN5041,n,cds,no,liars,inclusive
4665,EN1101,n,dmc,yes,rascal,inclusive
4666,EN5680,a,ddp,yes,brutal,conservative
4667,EN499,n,asf,no,imbecility,conservative
4674,EN5091,n,cds,no,loansharking,inclusive
4678,EN3369,n,svp,no,gourmandized,conservative
4681,EN1883,n,an,no,pansy,conservative
4691,EN1413,n,ddp,yes,blunderer,conservative
4696,EN5397,n,pr,no,moths,inclusive
4697,EN525,n,ddp,yes,dolt,inclusive
4699,EN5396,n,an,no,moth,inclusive
4700,EN618,n,an,no,tightwaddery,conservative
4701,EN4767,a,is,yes,penurious,conservative
4712,EN741,n,qas,no,barbarously,conservative
4713,EN5493,n,re,no,moffias,conservative
4723,EN6636,v,re,no,torment,inclusive
4725,EN730,n,rci,yes,barberian,conservative
4726,EN5750,n,cds,no,pride,inclusive
4728,EN5012,a,svp,no,lazy,conservative
4730,EN692,n,asm,no,testicles,inclusive
4731,EN859,n,cds,no,gull,conservative
4737,EN4765,a,qas,no,parochial,inclusive
4739,EN2488,n,cds,no,gossiper,conservative
4741,EN2038,n,dmc,yes,chiseler,conservative
4743,EN5344,n,svp,no,shirker,conservative
4753,EN1898,n,asm,no,idiocity,inclusive
4754,EN3773,n,cds,no,madams,conservative
4758,EN7584,n,an,no,lampyris thoracica,inclusive
4759,EN517,n,asm,no,saphead,conservative
4760,EN1914,n,ddp,yes,idiotism,inclusive
4766,EN934,n,pr,no,street walker,conservative
4768,EN2487,n,ddp,yes,rumourmonger,conservative
4770,EN1907,n,asm,no,idiots,inclusive
4776,EN1893,n,ps,yes,imbecile,conservative
4779,EN1887,n,an,no,milquetoast,conservative
4780,EN2632,n,dmc,yes,deceitfulness,conservative
4784,EN6539,n,qas,no,walloper,conservative
4785,EN6790,v,cds,no,moralize,conservative
4787,EN5751,n,svp,no,superbia,conservative
4792,EN1782,a,dmc,yes,ugly,conservative
4793,EN7571,n,an,no,glow-worm,inclusive
4794,EN3743,n,cds,no,pimpin',conservative
4804,EN3444,n,svp,no,voraciousness,inclusive
4808,EN5089,n,cds,no,money lending,conservative
4809,EN2457,n,om,no,fairy,conservative
4812,EN1406,n,ddp,yes,demetrius savelio,conservative
4813,EN453,n,re,no,assault,conservative
4817,EN4929,n,cds,no,pomposity,conservative
4818,EN5082,n,cds,no,moneylender,conservative
4824,EN5499,n,re,no,m o f i a,conservative
4830,EN1901,n,ddp,yes,oaf,conservative
4831,EN3735,n,cds,no,pimped,inclusive
4836,EN1922,n,ddp,yes,idiotes,conservative
4842,EN4342,n,an,no,jade,inclusive
4844,EN4399,n,pr,no,prostitution,inclusive
4851,EN867,n,ddp,yes,dullard,conservative
4854,EN5485,n,re,no,maffias,inclusive
4860,EN4369,n,cds,no,thiefing,inclusive
4865,EN1915,n,asf,no,th. metzger,conservative
4866,EN1105,n,cds,no,rogue,conservative
4872,EN2182,n,qas,no,muddle,inclusive
4875,EN2992,n,ps,yes,dimwit,conservative
4877,EN3688,n,dmc,yes,wretch,conservative
4878,EN388,n,ddp,yes,kingdom animalia,inclusive
4881,EN1390,n,cds,no,pratfall,inclusive
4884,EN617,n,is,yes,misers,conservative
4887,EN1881,n,cds,no,doormat,conservative
4889,EN1745,n,an,no,villainies,conservative
4890,EN1703,n,cds,no,lowlife,conservative
4891,EN1695,n,dmc,yes,git,conservative
4895,EN419,n,ddp,yes,faunae,inclusive
4896,EN859,n,asf,no,gull,conservative
4897,EN1697,n,cds,no,stinker,conservative
4898,EN3925,n,cds,no,joker,inclusive
4900,EN339,n,cds,no,trash,inclusive
4901,EN516,n,asm,no,idiot,conservative
4910,EN608,n,svp,no,meanness,inclusive
4912,EN756,n,ddp,yes,brutality,conservative
4914,EN543,n,an,no,ass,inclusive
4916,EN6518,n,cds,no,usuary,conservative
4920,EN2821,n,or,no,slit,conservative
4926,EN930,n,pr,no,jigolo,conservative
4930,EN745,n,pa,yes,peasant,conservative
4933,EN860,n,ddp,yes,patsy,conservative
4935,EN6593,v,qas,no,flub,conservative
4939,EN2819,n,or,no,snatch,conservative
4946,EN2041,n,cds,no,swindler,inclusive
4948,EN1235,n,an,no,pig,conservative
4949,EN695,n,asm,no,testicle,inclusive
4952,EN1311,n,ddp,yes,muthafucka,conservative
4955,EN613,n,is,yes,skinflint,conservative
4960,EN3391,n,svp,no,trenchermen,inclusive
4961,EN310,n,cds,no,hotchpotch,inclusive
4962,EN1791,n,an,no,hole,inclusive
4964,EN5080,n,cds,no,ah long,conservative
4966,EN1725,n,dmc,yes,loafer,conservative
4967,EN2772,n,cds,no,interfertility,inclusive
4969,EN407,n,an,no,animalia kingdom,inclusive
4970,EN4463,n,pr,no,turning tricks,inclusive
4971,EN7074,a,an,no,beastly,conservative
4973,EN3081,n,re,no,criminations,inclusive
4974,EN6930,a,svp,no,cross,conservative
4978,EN5610,n,an,no,parasite,conservative
4979,EN5518,n,cds,no,m.o.f.i.a.,conservative
4981,EN1101,n,dmc,yes,rascal,conservative
4982,EN1068,n,cds,no,gangs,inclusive
4983,EN1731,n,dmc,yes,villainesses,conservative
4987,EN4432,n,pr,no,sex clients,conservative
4997,EN2679,n,asm,no,jerk-off,conservative
5000,EN1870,n,dmc,yes,paraiyar,inclusive
5001,EN1901,n,asm,no,oaf,inclusive
5002,EN880,n,ps,yes,pinhead,conservative
5004,EN863,n,ps,yes,soft touch,conservative
5006,EN1914,n,ps,yes,idiotism,conservative
5010,EN497,n,asf,no,folly,conservative
5011,EN1731,n,is,yes,villainesses,conservative
5012,EN6918,a,cds,no,cocksure,conservative
5021,EN1926,n,asm,no,coo yon,inclusive
5023,EN3022,n,cds,no,baddoing,inclusive
5028,EN730,n,ps,yes,barberian,conservative
5030,EN3576,n,dmc,yes,indelicate,inclusive
5034,EN2812,n,or,no,puss,conservative
5036,EN3383,n,svp,no,gormandizing,inclusive
5037,EN1928,n,an,no,sonuvabitch,conservative
5038,EN6142,n,ps,yes,negro,inclusive
5041,EN1412,n,qas,no,fumbler,conservative
5043,EN668,n,qas,no,bollock,inclusive
5044,EN1895,n,ddp,yes,changeling,inclusive
5048,EN525,n,asm,no,dolt,conservative
5055,EN863,n,an,no,soft touch,conservative
5059,EN6901,a,re,no,angry,inclusive
5063,EN1865,n,dmc,yes,paraiya,inclusive
5064,EN857,n,an,no,fall guy,conservative
5065,EN413,n,ddp,yes,beast,inclusive
5067,EN5484,n,cds,no,cosa nostra,inclusive
5073,EN514,n,an,no,sap,conservative
5075,EN3442,n,an,no,nanus,conservative
5078,EN5496,n,cds,no,la costa nostra,conservative
5079,EN732,n,dmc,yes,savage,conservative
5082,EN2783,n,ps,yes,crossed,inclusive
5085,EN5496,n,re,no,la costa nostra,inclusive
5087,EN2323,n,asm,no,screw,conservative
5088,EN747,n,dmc,yes,the karls,conservative
5089,EN5033,n,cds,no,dissemblers,inclusive
5090,EN2491,n,ddp,yes,gossip,conservative
5091,EN5935,n,asm,no,stupidness,conservative
5097,EN3922,n,dmc,yes,jestyr,inclusive
5098,EN289,n,cds,no,slug,conservative
5105,EN3892,n,cds,no,pickle,inclusive
5116,EN2441,n,or,no,fayg,conservative
5119,EN5532,n,re,no,mofia,conservative
5123,EN5936,n,asm,no,unintelligent,conservative
5124,EN747,n,cds,no,the karls,conservative
5125,EN2591,n,cds,no,junk,conservative
5126,EN3766,n,cds,no,loverboy,conservative
5127,EN1750,n,dmc,yes,villan,conservative
5128,EN1658,n,cds,no,egotistical,conservative
5129,EN1708,n,an,no,skunk,conservative
5132,EN5520,n,re,no,m. a. f. i. a.,conservative
5135,EN869,n,or,no,stupe,conservative
5136,EN189,n,cds,no,conceit,conservative
5138,EN1911,n,ddp,yes,moronic,conservative
5139,EN5495,n,cds,no,mofias,inclusive
5143,EN7402,a,is,yes,pitiful,conservative
5146,EN1891,n,cds,no,chicken,conservative
5149,EN513,n,ps,yes,fool,conservative
5151,EN1075,n,ddp,yes,mob,conservative
5156,EN1873,n,is,yes,pariah,inclusive
5157,EN1688,n,cds,no,mass,conservative
5158,EN413,n,ddp,yes,beast,conservative
5162,EN2866,n,an,no,hoaxer,conservative
5164,EN3764,n,cds,no,pimp,inclusive
5165,EN5488,n,re,no,m. o. f. i. a.,inclusive
5167,EN7894,n,cds,no,'ndrangheta,inclusive
5168,EN1923,n,ddp,yes,idiotic,inclusive
5182,EN3747,n,cds,no,sextrader,conservative
5184,EN1307,n,asm,no,prick,conservative
5192,EN1892,n,cds,no,namby-pamby,conservative
5193,EN956,n,cds,no,lie,conservative
5196,EN3067,n,cds,no,incriminate,inclusive
5197,EN747,n,rci,yes,the karls,conservative
5199,EN1100,n,cds,no,varlet,conservative
5200,EN738,n,ddp,yes,goth,conservative
5201,EN5025,n,cds,no,porky pie,conservative
5209,EN957,n,cds,no,falsehood,inclusive
5211,EN2462,n,om,no,shman,conservative
5219,EN4434,n,pr,no,whoring,conservative
5221,EN516,n,asm,no,idiot,inclusive
5222,EN1744,n,re,no,badguy,conservative
5224,EN1901,n,asf,no,oaf,conservative
5225,EN3030,n,re,no,unlawfulness,inclusive
5227,EN1064,n,dmc,yes,bigot,conservative
5228,EN1916,n,asf,no,half-wit,conservative
5229,EN315,n,qas,no,hodgepodge,inclusive
5231,EN1886,n,cds,no,wuss,conservative
5232,EN689,n,qas,no,testical,inclusive
5237,EN6825,v,an,no,rage,conservative
5238,EN4919,n,ddp,yes,ignorant,conservative
5241,EN615,n,an,no,penny pincher,conservative
5243,EN735,n,cds,no,tyke,conservative
5245,EN536,n,ddp,yes,lunkhead,conservative
5248,EN6520,n,ps,yes,vandal,inclusive
5249,EN1065,n,cds,no,bigoted,conservative
5264,EN5024,n,cds,no,lying in trade,inclusive
5265,EN2997,n,dmc,yes,waster,conservative
5267,EN3919,n,cds,no,wit cracker,inclusive
5268,EN5490,n,cds,no,the m.a.f.f.i.a.,conservative
5276,EN523,n,asm,no,putz,inclusive
5282,EN1783,a,dmc,yes,wretched,conservative
5283,EN1125,n,cds,no,criminal,conservative
5294,EN1055,a,cds,no,stupid,conservative
5301,EN1698,n,an,no,so-and-so,conservative
5304,EN1907,n,ps,yes,idiots,conservative
5305,EN5032,n,cds,no,fibster,inclusive
5309,EN522,n,or,no,chump,conservative
5310,EN3908,n,cds,no,giullare,inclusive
5311,EN5034,n,dmc,yes,dissemble,inclusive
5312,EN1302,n,cds,no,motherfuck,conservative
5313,EN1924,n,ps,yes,changelings,conservative
5314,EN6663,v,re,no,rook,inclusive
5316,EN740,n,ddp,yes,churls,conservative
5317,EN7403,a,qas,no,hapless,conservative
5319,EN3047,n,cds,no,criminalities,inclusive
5324,EN5944,n,asm,no,stupes,conservative
5328,EN516,n,cds,no,idiot,inclusive
5330,EN1078,n,cds,no,ring,inclusive
5335,EN737,n,pa,yes,barbarically,conservative
5343,EN2841,n,cds,no,cabal,inclusive
5345,EN739,n,rci,yes,barbarous,conservative
5349,EN1926,n,asf,no,coo yon,conservative
5352,EN357,n,ddp,yes,illiterate,inclusive
5354,EN4352,n,re,no,filching,inclusive
5355,EN2629,n,cds,no,craftiness,conservative
5359,EN4243,n,svp,no,goldbrick,conservative
5362,EN336,n,ddp,yes,applesauce,conservative
5366,EN510,n,ddp,yes,twat,conservative
5367,EN1682,n,cds,no,conceitedness,conservative
5369,EN960,n,cds,no,untruth,conservative
5370,EN2442,n,om,no,fag,inclusive
5372,EN6672,v,asm,no,bunco,conservative
5375,EN5678,a,dmc,yes,barbarous,conservative
5376,EN1924,n,ddp,yes,changelings,inclusive
5378,EN1681,n,cds,no,vainglorious,conservative
5385,EN1676,n,cds,no,hauteur,conservative
5390,EN1123,n,cds,no,outlawing,inclusive
5391,EN5501,n,cds,no,mafias,conservative
5396,EN2459,n,or,no,fagot,conservative
5398,EN334,n,ddp,yes,trumpery,conservative
5399,EN6670,v,re,no,mulct,inclusive
5402,EN5032,n,cds,no,fibster,conservative
5405,EN1121,n,dmc,yes,crook,inclusive
5407,EN3808,n,ps,yes,fascist,inclusive
5409,EN4424,n,pr,no,horcwenan,conservative
5420,EN3746,n,cds,no,panderer,inclusive
5423,EN5033,n,cds,no,dissemblers,conservative
5424,EN6675,v,asm,no,nobble,conservative
5427,EN2787,n,ps,yes,intra-specific hybrids,inclusive
5429,EN529,n,asf,no,dunce,conservative
5433,EN7073,a,an,no,brutish,conservative
5436,EN742,n,qas,no,ceorle,conservative
5437,EN5474,n,cds,no,cop,inclusive
5439,EN4641,a,svp,no,gluttonous,conservative
