,id,pos,category,stereotype,lemma,level
4029,EN421,n,ddp,yes,animate being,inclusive
2583,EN7529,a,dmc,yes,profligate,conservative
5730,EN7175,a,svp,no,spiteful,conservative
2280,EN737,n,ddp,yes,barbarically,conservative
3747,EN1300,n,cds,no,mutha fucka,conservative
5201,EN5025,n,cds,no,porky pie,conservative
7654,EN747,n,ps,yes,the karls,conservative
6149,EN7431,n,an,no,kockroch,inclusive
6330,EN1924,n,ddp,yes,changelings,conservative
7449,EN1474,n,an,no,cow,conservative
4235,EN4830,n,ddp,yes,asstard,conservative
5229,EN315,n,qas,no,hodgepodge,inclusive
3293,EN7741,n,asm,no,phallicism,inclusive
2871,EN1857,n,cds,no,gambling hall,inclusive
1112,EN7526,a,dmc,yes,dissipated,conservative
5341,EN3956,n,cds,no,quarter,inclusive
7941,EN1307,n,ddp,yes,prick,conservative
2662,EN6978,n,re,no,plagio,inclusive
1430,EN3307,n,om,no,midclavicular line,inclusive
5516,EN600,n,svp,no,seven vices,inclusive
4865,EN1915,n,asf,no,th. metzger,conservative
942,EN516,n,or,no,idiot,conservative
6741,EN902,n,pr,no,sluttery,conservative
7042,EN6898,n,cds,no,religionism,inclusive
7403,EN5899,n,an,no,animalcule,inclusive
5171,EN5842,n,an,no,selachians,inclusive
6837,EN1582,n,qas,no,burgher,inclusive
5902,EN2742,n,ps,yes,plant breeders,inclusive
7822,EN1355,n,an,no,cheating fetish,conservative
4240,EN5488,n,re,no,m. o. f. i. a.,conservative
342,EN498,n,an,no,foolishness,conservative
4525,EN1944,n,re,no,evil-speaking,inclusive
2607,EN6052,n,cds,no,narcist,inclusive
4503,EN2491,n,cds,no,gossip,inclusive
2236,EN6246,n,cds,no,woman crazy,conservative
4657,EN693,n,asm,no,balls,inclusive
3082,EN1530,n,asm,no,orangish-blacks,inclusive
2640,EN4967,a,dmc,yes,dishonorable,conservative
6671,EN8164,n,dmc,yes,turn coater,conservative
133,EN569,n,an,no,enichires,inclusive
6087,EN875,n,asm,no,poop,conservative
2740,EN6971,n,re,no,pirate captain,inclusive
2012,EN7603,n,re,no,romeo and juliet law,inclusive
5889,EN5532,n,cds,no,mofia,conservative
3321,EN4373,n,cds,no,theives,inclusive
3935,EN1077,n,cds,no,gangmembers,conservative
3156,EN1414,n,ddp,yes,butcher,conservative
3776,EN6717,n,or,no,kerris pink,inclusive
715,EN3916,n,dmc,yes,gstieß,inclusive
7846,EN2593,n,cds,no,municipal compost,inclusive
2129,EN4740,n,cds,no,not to entertain thoughts of other gods besides him,inclusive
3878,EN2035,n,cds,no,trafficker,inclusive
7559,EN735,n,ddp,yes,tyke,conservative
6248,EN3691,a,dmc,yes,dysphoric,inclusive
987,EN7093,a,cds,no,unctuous,conservative
6828,EN5966,n,pa,yes,sheepherders,inclusive
6175,EN3861,n,asm,no,fish,inclusive
2730,EN6486,n,or,no,shades of orange,inclusive
2538,EN7282,n,cds,no,apple polisher,conservative
4833,EN2630,n,cds,no,wiliness,conservative
4468,EN3769,n,cds,no,pimpers,conservative
1177,EN2432,n,cds,no,correspondents,inclusive
447,EN5473,n,cds,no,freezer-duty,conservative
7993,EN2993,n,ps,yes,doofus,conservative
377,EN334,n,asf,no,trumpery,conservative
2267,EN1895,n,ddp,yes,changeling,conservative
3625,EN1298,n,cds,no,bastard,conservative
4020,EN4913,n,ddp,yes,ignorance,conservative
1901,EN4458,n,pr,no,whored,inclusive
400,EN5045,a,ddp,yes,incompetent,conservative
7167,EN7542,n,qas,no,chien de saint-hubert,inclusive
341,EN5412,n,an,no,plodder,conservative
3031,EN7331,n,an,no,frogspawn,inclusive
2616,EN1700,n,dmc,yes,vagrant,inclusive
6581,EN611,n,svp,no,parsimony,inclusive
7369,EN3380,n,svp,no,gourmandised,inclusive
8203,EN2759,n,ps,yes,interfertile,inclusive
2179,EN5853,n,an,no,single cellers,inclusive
6341,EN4044,n,an,no,enraged,inclusive
2356,EN5034,n,cds,no,dissemble,inclusive
5527,EN3775,n,cds,no,terry toon,conservative
508,EN4564,n,ps,yes,jewish,inclusive
4131,EN7932,n,cds,no,global conspiracy,inclusive
8045,EN1335,n,cds,no,bastardly,inclusive
7182,EN4385,n,re,no,plunder,inclusive
605,EN3710,n,dmc,yes,profligation,inclusive
3489,EN2987,n,ps,yes,lump,conservative
4718,EN4290,v,asm,no,bonk,conservative
1400,EN2624,n,an,no,hemipteran,inclusive
3153,EN4070,n,cds,no,fasism,conservative
1776,EN7046,n,cds,no,newborn children,inclusive
5138,EN1911,n,ddp,yes,moronic,conservative
5817,EN4845,n,ddp,yes,bunk,conservative
4435,EN7018,n,an,no,chickens,inclusive
3163,EN1731,n,re,no,villainesses,conservative
2423,EN6496,n,dmc,yes,ruseman,conservative
5815,EN507,n,an,no,goose,inclusive
5124,EN747,n,cds,no,the karls,conservative
3975,EN3244,n,om,no,mid-inguinal point,inclusive
2945,EN6516,n,cds,no,usurious,conservative
7417,EN5236,a,svp,no,choleric,conservative
6690,EN1323,n,ddp,yes,mother fucker,conservative
2118,EN6952,n,re,no,pirate ships,inclusive
6754,EN3168,n,svp,no,aversion,inclusive
4211,EN6566,n,an,no,masher,conservative
828,EN6858,n,is,yes,ragamuffin,conservative
3203,EN5038,n,qas,no,dissembles,conservative
3693,EN4375,n,re,no,theivery,inclusive
4318,EN537,n,ddp,yes,numskull,conservative
5492,EN2535,v,cds,no,clack,inclusive
7681,EN4563,n,ps,yes,hebraism,inclusive
1195,EN2097,n,qas,no,circus,inclusive
3001,EN3558,n,dmc,yes,inacceptability,inclusive
766,EN4262,n,cds,no,extreme right-winger,conservative
1484,EN2626,n,cds,no,craft,conservative
44,EN2878,n,cds,no,dastardliness,conservative
1024,EN188,n,svp,no,self-love,conservative
4768,EN2487,n,ddp,yes,rumourmonger,conservative
6266,EN3624,n,dmc,yes,unmorality,inclusive
3408,EN3686,a,ps,yes,black,inclusive
8047,EN4953,n,svp,no,intolerance,inclusive
2629,EN5756,n,re,no,racketeer,inclusive
5176,EN4687,n,cds,no,overweening,conservative
6632,EN6636,v,qas,no,torment,conservative
7799,EN6333,n,cds,no,sexual compulsions,conservative
893,EN1971,n,re,no,defames,inclusive
6419,EN5514,n,cds,no,castellammarse war,inclusive
6359,EN7774,n,an,no,bodypacker,inclusive
1490,EN7014,n,an,no,bock bock,inclusive
4507,EN7933,n,cds,no,conspiracy researchers,inclusive
5531,EN7457,a,pa,yes,jesuitic,inclusive
1188,EN2909,n,dmc,yes,mystifies,conservative
5218,EN2906,n,dmc,yes,beguilements,conservative
55,EN5044,a,ddp,yes,incapable,conservative
5088,EN747,n,dmc,yes,the karls,conservative
2073,EN8252,n,cds,no,nazism,conservative
1886,EN5913,a,ddp,yes,nanocephalic,inclusive
5301,EN1698,n,an,no,so-and-so,conservative
4088,EN2874,n,om,no,mme,inclusive
7968,EN2327,n,asm,no,fwck,conservative
4637,EN7977,n,dmc,yes,vagrancy,inclusive
1613,EN1745,n,dmc,yes,villainies,conservative
902,EN1929,n,an,no,beyotch,conservative
4964,EN5080,n,cds,no,ah long,conservative
5734,EN864,n,cds,no,pillock,conservative
144,EN5042,n,qas,no,behavioral signals of lying,conservative
4046,EN863,n,ddp,yes,soft touch,conservative
2371,EN5112,n,cds,no,backtalk,inclusive
1815,EN741,n,cds,no,barbarously,conservative
4252,EN3689,n,an,no,ewe,inclusive
3890,EN3402,n,pa,yes,commissionaire,inclusive
5926,EN5679,a,dmc,yes,vicious,conservative
2967,EN1902,n,asm,no,cretin,inclusive
2347,EN4351,n,re,no,stealing,inclusive
7448,EN6669,v,asm,no,short-change,conservative
4177,EN6832,n,dmc,yes,wastrel,conservative
2511,EN2133,n,cds,no,corca,inclusive
4873,EN1642,n,qas,no,middle class,inclusive
4819,EN3255,n,om,no,inferior,inclusive
2125,EN6468,n,or,no,tomato,inclusive
3235,EN4909,n,an,no,incompetent,conservative
954,EN2135,n,cds,no,tribes,inclusive
6545,EN1889,n,an,no,craven,conservative
4313,EN536,n,or,no,lunkhead,conservative
8208,EN7824,n,om,no,tranvestite,inclusive
2112,EN4111,n,asf,no,vadge,conservative
6660,EN1349,n,pa,yes,undertakers,inclusive
6845,EN738,n,qas,no,goth,conservative
8068,EN1438,n,qas,no,bore,conservative
3581,EN5934,n,ddp,yes,dim-witted,conservative
3205,EN1027,n,qas,no,story,conservative
5715,EN7907,n,qas,no,weightbelt,inclusive
928,EN2445,n,om,no,queerio,conservative
6533,EN5483,n,cds,no,mafia,conservative
3779,EN1269,n,cds,no,blackleg,inclusive
1267,EN1230,n,an,no,heel,conservative
2639,EN4525,n,om,no,poofster,inclusive
8141,EN481,n,or,no,nick jr,inclusive
4900,EN339,n,cds,no,trash,inclusive
4917,EN3281,n,om,no,buttcheek,inclusive
5801,EN7076,a,ddp,yes,bestial,conservative
6854,EN7825,n,om,no,sexo-aesthetic inversion,inclusive
583,EN5081,n,cds,no,money-lending,inclusive
7806,EN6081,n,ps,yes,spade,conservative
7353,EN1118,n,cds,no,banditti,conservative
104,EN1728,n,ddp,yes,rabble,conservative
4647,EN2684,n,asm,no,wanky,conservative
5445,EN2502,n,an,no,kisser,inclusive
5591,EN2123,n,cds,no,kindred,inclusive
3601,EN6580,v,qas,no,botch,conservative
5158,EN413,n,ddp,yes,beast,conservative
2963,EN3850,n,dmc,yes,fetor,conservative
1209,EN7849,n,pr,no,heteara,inclusive
636,EN6319,n,cds,no,hyper-sexualist,conservative
2090,EN5367,n,ps,yes,mongolic peoples,inclusive
6618,EN1332,n,cds,no,by-blow,inclusive
7946,EN6959,n,re,no,plagirism,inclusive
3046,EN1309,n,ddp,yes,mammafucker,conservative
160,EN3326,n,om,no,buttcheeks,inclusive
7649,EN7134,a,cds,no,yellow,conservative
310,EN2437,n,or,no,queen,conservative
6871,EN318,n,cds,no,melange,inclusive
4298,EN3738,n,cds,no,pandered,inclusive
5260,EN4866,n,is,yes,impoverish,inclusive
5705,EN6192,n,ps,yes,american indians,inclusive
3062,EN612,n,svp,no,miserliness,conservative
6745,EN5469,n,cds,no,sbirro,conservative
7020,EN3736,n,cds,no,fleshmongers,conservative
5767,EN4924,n,cds,no,pompousness,inclusive
7670,EN5032,n,dmc,yes,fibster,inclusive
2705,EN613,n,svp,no,skinflint,inclusive
1605,EN4363,n,cds,no,despoilment,inclusive
7399,EN4204,n,cds,no,nosy-parker,conservative
4485,EN3009,n,cds,no,criminousness,inclusive
480,EN5869,n,an,no,microörganisms,inclusive
4940,EN6093,n,ps,yes,the n word,conservative
6986,EN6130,n,ps,yes,negroid,inclusive
2322,EN6895,n,cds,no,religously,inclusive
4293,EN6551,n,dmc,yes,goofs,inclusive
5410,EN3247,n,om,no,seat,inclusive
3325,EN3155,n,svp,no,disgusted,inclusive
5159,EN7897,n,cds,no,ndrangheta,inclusive
957,EN3233,n,om,no,rostralward,inclusive
858,EN7074,a,ddp,yes,beastly,conservative
2312,EN2853,n,cds,no,cull,conservative
7188,EN52,n,qas,no,acolyth,inclusive
3246,EN6806,n,cds,no,paedants,conservative
5854,EN6440,n,re,no,execution,inclusive
4818,EN5082,n,cds,no,moneylender,conservative
7790,EN2547,n,ddp,yes,charlitain,conservative
6832,EN773,n,pa,yes,diplomatic title,inclusive
369,EN2998,n,ps,yes,undoer,conservative
1675,EN7715,n,an,no,jacarea,inclusive
1163,EN534,n,ddp,yes,dumbass,conservative
8215,EN860,n,cds,no,patsy,conservative
4018,EN5681,a,dmc,yes,cruel,conservative
8029,EN8049,n,an,no,pelias berus,inclusive
4910,EN608,n,svp,no,meanness,inclusive
108,EN4439,n,pr,no,female sex workers,inclusive
5119,EN5532,n,re,no,mofia,conservative
1697,EN1137,n,ddp,yes,talebearer,conservative
5375,EN5678,a,dmc,yes,barbarous,conservative
4113,EN3084,n,an,no,squat,conservative
7916,EN7980,n,svp,no,vacuity,conservative
3041,EN931,n,an,no,manwhore,conservative
805,EN13,n,svp,no,indolencies,inclusive
5818,EN738,n,cds,no,goth,conservative
7730,EN2765,n,ps,yes,inter-species mating,inclusive
6818,EN5531,n,cds,no,the m. a. f. f. i. a.,inclusive
1030,EN5510,n,re,no,sicilian mobsters,inclusive
7875,EN5355,n,an,no,malacofauna,inclusive
6611,EN2445,n,or,no,queerio,conservative
5332,EN2882,n,re,no,date-rape,conservative
4290,EN434,n,re,no,slander,inclusive
251,EN6215,n,cds,no,compulsive sexualities,conservative
986,EN1996,n,cds,no,impertinence,conservative
8,EN206,n,om,no,assplay,inclusive
7583,EN3846,n,or,no,finocchio,inclusive
8120,EN4924,n,cds,no,pompousness,conservative
5187,EN5931,n,an,no,sheeps,inclusive
2571,EN7490,n,ddp,yes,stultifiedly,inclusive
1856,EN7401,a,qas,no,pitiable,conservative
6549,EN7386,n,an,no,theromyzon,inclusive
6806,EN6158,n,ps,yes,african blacks,inclusive
3420,EN2478,n,om,no,gays,conservative
4324,EN3179,n,dmc,yes,hypocrisy,conservative
971,EN1395,n,cds,no,braggart,conservative
7459,EN5207,n,svp,no,angriest,inclusive
621,EN2486,n,ddp,yes,gossipmonger,conservative
5850,EN7629,n,re,no,laws regarding sex for consenting adults,inclusive
1274,EN3151,n,svp,no,disgustingly,inclusive
6587,EN2822,n,or,no,"see you, auntie",conservative
1880,EN4792,n,ddf,yes,physical incapacity,inclusive
3702,EN5043,n,qas,no,dissembled,conservative
7289,EN8180,n,dmc,yes,turn-coaters,conservative
4702,EN6309,n,cds,no,girl-craziest,conservative
4810,EN973,n,cds,no,fashion plate,inclusive
2285,EN5796,n,qas,no,retorics,inclusive
7117,EN5565,n,an,no,pudge,conservative
5499,EN3704,n,dmc,yes,profligacies,inclusive
7913,EN616,n,an,no,niggard,conservative
1775,EN5863,n,an,no,singleceller,inclusive
425,EN26,n,svp,no,abulia,inclusive
4271,EN4418,n,pr,no,hoe,conservative
6974,EN4768,a,svp,no,parsimonious,conservative
4281,EN1104,n,re,no,rapscallion,inclusive
2349,EN2944,n,cds,no,demagoguism,conservative
6421,EN4408,n,pr,no,gende,conservative
4347,EN7266,n,re,no,robbers,inclusive
8198,EN4892,n,is,yes,ultrapoverty,inclusive
6340,EN5498,n,cds,no,m o f f i a,inclusive
245,EN2047,n,cds,no,cheekiness,conservative
4780,EN2632,n,dmc,yes,deceitfulness,conservative
1900,EN7724,n,an,no,caimon,inclusive
3186,EN6567,n,an,no,woman chaser,conservative
6749,EN333,n,cds,no,wish-wash,conservative
5102,EN1890,n,an,no,crybaby,conservative
6406,EN3635,n,dmc,yes,moralized,inclusive
746,EN5550,n,an,no,otus asio,inclusive
387,EN6812,n,cds,no,pédant,conservative
6959,EN1091,n,cds,no,pack,conservative
7835,EN3365,n,svp,no,gormandise,inclusive
4330,EN742,n,ps,yes,ceorle,conservative
7254,EN6980,a,cds,no,well-worn,inclusive
2847,EN3287,n,om,no,stern,inclusive
6523,EN3008,n,re,no,incriminations,inclusive
1068,EN1455,n,an,no,cattle,inclusive
3414,EN4735,n,asm,no,bird,inclusive
7550,EN2479,n,om,no,homophile,conservative
7787,EN4028,n,cds,no,fundamentalism,inclusive
883,EN1415,n,dmc,yes,stumbler,conservative
2089,EN1403,n,qas,no,conformist,conservative
271,EN3156,n,svp,no,ewww!,inclusive
6908,EN6231,n,cds,no,hyperphiliac,conservative
5931,EN1002,n,cds,no,dandies,inclusive
64,EN1929,n,pr,no,beyotch,conservative
3459,EN1102,n,an,no,ne'er-do-wells,conservative
3508,EN5571,n,an,no,butterball,conservative
2752,EN5061,a,is,yes,sad,inclusive
4308,EN1234,n,cds,no,slob,conservative
7155,EN7520,n,an,no,channel bass,inclusive
7612,EN6060,n,cds,no,narcissist,inclusive
1443,EN4774,n,cds,no,scamp,inclusive
5578,EN1700,n,ps,yes,vagrant,inclusive
136,EN433,n,re,no,denigration,conservative
4035,EN7158,a,ddf,yes,ill-shapen,inclusive
4828,EN358,n,ddp,yes,nonreader,inclusive
8076,EN6485,n,or,no,carrot orange,inclusive
7240,EN5507,n,re,no,mafiosos,inclusive
844,EN2041,n,dmc,yes,swindler,conservative
8098,EN4168,n,cds,no,turnkey,inclusive
6967,EN752,a,svp,no,avid,inclusive
5122,EN7283,n,cds,no,groveler,conservative
7643,EN536,n,an,no,lunkhead,conservative
840,EN6316,n,cds,no,man-crazy,conservative
3703,EN1706,n,ps,yes,vagabond,inclusive
8016,EN4364,n,re,no,thieving,inclusive
1693,EN382,n,an,no,nemichthyoidei,inclusive
299,EN2574,n,cds,no,properties of msw,conservative
6736,EN1229,n,cds,no,hound,conservative
63,EN2710,n,an,no,crocodilians,inclusive
2690,EN1702,n,dmc,yes,rotter,inclusive
4439,EN1413,n,dmc,yes,blunderer,conservative
3271,EN1753,n,is,yes,villainous,conservative
3998,EN3027,n,re,no,criminator,inclusive
3178,EN447,n,re,no,rapes,conservative
4635,EN1790,n,an,no,cakehole,inclusive
7779,EN606,n,svp,no,closefistedness,inclusive
7116,EN3069,n,re,no,crimes,inclusive
7629,EN3693,a,cds,no,uncivil,conservative
2887,EN7688,n,re,no,terrorising,conservative
6440,EN1136,n,ddp,yes,tattletale,conservative
2753,EN1917,n,asm,no,moronism,inclusive
5573,EN663,n,rci,yes,churl,conservative
7673,EN7293,a,ddf,yes,unsatisfying,conservative
4122,EN2955,n,pr,no,cortisan,inclusive
672,EN1464,n,pr,no,cow's size,inclusive
4685,EN2966,n,pr,no,courtisan,inclusive
6441,EN5648,n,qas,no,parasitizing,inclusive
644,EN2747,n,ps,yes,hybridisation event,inclusive
5740,EN5225,n,svp,no,hostilize,inclusive
4003,EN1464,n,an,no,cow's size,inclusive
6524,EN5730,n,an,no,piglet,inclusive
429,EN6001,n,ps,yes,mongloids,conservative
3424,EN5069,n,cds,no,uniform small loan law,conservative
6173,EN7000,n,an,no,murgh,inclusive
7017,EN1773,n,cds,no,scrawl,inclusive
6653,EN4805,n,ddf,yes,disabilities,inclusive
6507,EN1118,n,re,no,banditti,inclusive
4663,EN3167,n,svp,no,disgustedness,inclusive
3416,EN6529,n,ps,yes,rhaus,inclusive
2463,EN511,n,ddp,yes,jackass,conservative
34,EN6059,n,cds,no,narcism,inclusive
5120,EN3652,n,an,no,mazonipterus,inclusive
3117,EN942,n,an,no,cockmonger,conservative
6209,EN5480,a,ddp,yes,macrocephalic,inclusive
2451,EN6258,n,cds,no,excessive sexual drive,conservative
6357,EN5389,n,an,no,mozzi,inclusive
2053,EN3745,n,cds,no,flesh-monger,inclusive
8011,EN1925,n,cds,no,coo-yon,inclusive
7956,EN328,n,asm,no,maxillipeds,inclusive
7452,EN7482,a,qas,no,mediæval,inclusive
2232,EN2686,n,asm,no,twirp,conservative
2097,EN7712,n,re,no,terroism,conservative
3145,EN1103,n,an,no,scallywag,conservative
3891,EN4019,n,cds,no,felicitaries,inclusive
6893,EN862,n,ddp,yes,mug,conservative
5685,EN6782,v,cds,no,idolise,inclusive
6546,EN2896,n,dmc,yes,speciosity,conservative
6144,EN4334,a,cds,no,foxy,conservative
1269,EN3013,n,re,no,criminate,inclusive
1129,EN4174,n,cds,no,prison warden,inclusive
5142,EN4589,n,ps,yes,yid,inclusive
3469,EN5410,n,dmc,yes,mozerella,inclusive
2995,EN4287,v,asm,no,have it away,conservative
961,EN5356,n,an,no,molluscs,inclusive
5101,EN3889,n,qas,no,fix,inclusive
6510,EN1164,n,ps,yes,ultimately dark,inclusive
2094,EN1412,n,dmc,yes,fumbler,conservative
5920,EN6634,v,re,no,dun,inclusive
2614,EN6379,n,asm,no,teasing,inclusive
490,EN6031,n,re,no,stealer,inclusive
1493,EN2166,n,an,no,mbuzi,inclusive
5536,EN7397,a,qas,no,pathetic,conservative
5340,EN4100,n,asm,no,fababean,inclusive
6989,EN7589,n,re,no,debaucher,conservative
3490,EN2105,n,cds,no,tribesman,inclusive
5370,EN2442,n,om,no,fag,inclusive
321,EN2244,n,pa,yes,professorships,inclusive
7924,EN2311,n,asm,no,fuckwad,conservative
3128,EN4432,n,pr,no,sex clients,inclusive
2400,EN1744,n,is,yes,badguy,conservative
6407,EN4612,n,cds,no,herd,inclusive
2973,EN7020,n,an,no,tori no mushimono,inclusive
4675,EN4694,n,cds,no,hustled,conservative
1915,EN2475,n,om,no,league for civil education,inclusive
4040,EN6769,a,qas,no,maudlin,conservative
3564,EN4818,n,ddp,yes,assholes,conservative
905,EN2036,n,dmc,yes,chiseller,conservative
5279,EN4760,a,dmc,yes,closed-minded,conservative
7500,EN509,n,ddp,yes,zany,conservative
1447,EN4141,a,dmc,yes,putrid,conservative
6688,EN190,n,svp,no,amour propre,conservative
3434,EN3602,n,dmc,yes,immoralizing,inclusive
2427,EN670,n,asm,no,bollocking,inclusive
2467,EN3590,n,dmc,yes,moralising,inclusive
7252,EN6882,n,an,no,louses,inclusive
4902,EN3963,n,cds,no,2b1ask1,inclusive
1303,EN2982,n,an,no,freebooter,inclusive
5353,EN3706,n,dmc,yes,spendthrifts,inclusive
7814,EN5671,n,an,no,hookbills,inclusive
3946,EN5330,n,cds,no,bog,inclusive
1635,EN653,n,cds,no,knocking-shop,inclusive
3737,EN1471,n,an,no,bos primigenius taurus,inclusive
741,EN745,n,rci,yes,peasant,conservative
3116,EN2385,n,an,no,rabbitology,inclusive
6323,EN2478,n,om,no,gays,inclusive
3748,EN5965,n,pa,yes,sheperd,inclusive
8106,EN2122,n,cds,no,segmentary society,inclusive
2142,EN3746,n,cds,no,panderer,conservative
3380,EN1019,n,an,no,beef,inclusive
6092,EN1890,n,cds,no,crybaby,conservative
4382,EN4799,n,ddf,yes,impaired,inclusive
3495,EN7200,n,pa,yes,controller,inclusive
4025,EN4381,n,re,no,swag,inclusive
8104,EN7411,n,cds,no,muscleman,conservative
6601,EN3172,n,dmc,yes,dissimulator,conservative
3477,EN7709,n,re,no,terrists,inclusive
3728,EN3372,n,svp,no,trencher-knives,inclusive
3044,EN1456,n,pr,no,cows,inclusive
1091,EN7245,n,re,no,mugging,inclusive
7750,EN185,n,an,no,bos americanus,inclusive
7722,EN4398,n,pr,no,kerbcrawling,conservative
6110,EN395,n,an,no,anamalia,inclusive
4089,EN1726,n,dmc,yes,idler,conservative
1863,EN5531,n,re,no,the m. a. f. f. i. a.,conservative
3243,EN3869,n,asm,no,fat fin,inclusive
6351,EN5037,n,qas,no,haystack answer,conservative
2809,EN7220,n,or,no,brassica camperstris,inclusive
6583,EN3993,n,cds,no,free-masonry,inclusive
6085,EN1450,n,svp,no,bored,inclusive
5669,EN608,n,an,no,meanness,conservative
1792,EN978,n,cds,no,clothes horses,inclusive
6382,EN4773,n,re,no,imp,inclusive
714,EN533,n,asf,no,fuckhead,conservative
2139,EN5270,n,cds,no,cattle-rustling,inclusive
5430,EN477,n,or,no,bonce,inclusive
332,EN3549,n,dmc,yes,immoralist,inclusive
5349,EN1926,n,asf,no,coo yon,conservative
4197,EN5851,n,an,no,micro-organism,inclusive
2747,EN5513,n,re,no,m a f f i a,inclusive
7954,EN6933,a,svp,no,fussy,conservative
5304,EN1907,n,ps,yes,idiots,conservative
899,EN28,n,svp,no,languor,inclusive
785,EN3545,n,dmc,yes,amoralizations,inclusive
8026,EN2040,n,cds,no,defrauder,conservative
2888,EN5462,n,cds,no,👮,inclusive
4998,EN6922,a,cds,no,artful,conservative
582,EN1064,n,cds,no,bigot,conservative
1241,EN1898,n,ddp,yes,idiocity,conservative
5200,EN738,n,ddp,yes,goth,conservative
5585,EN5519,n,re,no,m a f i a,conservative
2465,EN6296,n,cds,no,sexual dependents,conservative
5518,EN4280,v,asm,no,do,conservative
1738,EN4847,n,ddp,yes,nonsense,conservative
4103,EN7013,n,an,no,chooks,inclusive
520,EN1875,n,dmc,yes,paraiyars,inclusive
7392,EN4230,n,cds,no,intercessor,inclusive
8123,EN4060,n,dmc,yes,mobster,inclusive
6390,EN4731,n,asf,no,wench,conservative
6495,EN4708,n,an,no,hyenas,inclusive
6290,EN6218,n,cds,no,sexual compulsion,conservative
1114,EN4842,n,ddp,yes,nonsensal,conservative
5401,EN2970,a,ddp,yes,green,conservative
2442,EN1948,n,re,no,libelist,inclusive
2519,EN6581,v,qas,no,bollix,conservative
1968,EN4436,n,pr,no,meretricious,inclusive
2246,EN7326,n,an,no,anurans,inclusive
1150,EN6210,n,ps,yes,hispanic,inclusive
3922,EN2037,n,re,no,gouger,inclusive
3121,EN4705,n,an,no,hyeena,inclusive
3252,EN979,n,cds,no,dandy,inclusive
2685,EN6626,n,cds,no,nouveau-riche,inclusive
5971,EN2815,n,asf,no,pussy,conservative
5475,EN4822,n,ddp,yes,kolotripa,conservative
4975,EN51,n,qas,no,taper-bearer,inclusive
8114,EN5616,n,dmc,yes,impudently,conservative
4416,EN627,n,svp,no,greeds,inclusive
3667,EN3053,n,re,no,criminal-reform,inclusive
1012,EN362,a,ddp,yes,unlettered,inclusive
7590,EN176,n,pa,yes,scholasticism,inclusive
2651,EN2893,n,dmc,yes,feign,conservative
3107,EN2506,n,an,no,physiognomies,inclusive
1281,EN869,n,ddp,yes,stupe,conservative
1428,EN6136,n,ps,yes,negrid,inclusive
5711,EN3736,n,cds,no,fleshmongers,inclusive
6962,EN7670,a,svp,no,prideful,conservative
6430,EN6033,n,cds,no,runt,conservative
93,EN118,n,pa,yes,academical,inclusive
464,EN5454,n,svp,no,lewd,inclusive
438,EN3913,n,dmc,yes,wit crackers,inclusive
6005,EN2221,n,cds,no,self-complacency,inclusive
4703,EN2804,n,qas,no,abidance,inclusive
7702,EN3951,n,asm,no,misconduct,inclusive
292,EN2868,n,cds,no,prankster,conservative
6443,EN1029,n,cds,no,tarradiddle,conservative
3894,EN6548,n,dmc,yes,clowns,inclusive
2903,EN439,n,re,no,violation,conservative
7437,EN5881,n,an,no,micro organismically,inclusive
4010,EN6787,v,qas,no,make up,inclusive
2885,EN3077,n,re,no,criminous,inclusive
4445,EN1082,n,cds,no,troublesome youth group,conservative
7599,EN743,n,pa,yes,barbarians,conservative
630,EN4124,n,asf,no,papa chester,conservative
7876,EN1778,a,ddf,yes,bad,inclusive
5307,EN562,n,an,no,khota,inclusive
6917,EN7230,n,re,no,kidnapping,inclusive
7755,EN3253,n,om,no,volar surface,inclusive
5674,EN4333,a,cds,no,slick,conservative
6105,EN3911,n,dmc,yes,buffoons,inclusive
5221,EN516,n,asm,no,idiot,inclusive
5,EN6950,n,re,no,yeargh,inclusive
1938,EN2634,n,svp,no,yearning,inclusive
8055,EN4254,n,cds,no,neoreactionary,conservative
547,EN4719,n,an,no,euhyaena,inclusive
2644,EN4133,n,asf,no,vaginas,conservative
3711,EN3251,n,om,no,keister,inclusive
5394,EN3701,n,dmc,yes,libertines,conservative
6936,EN7523,a,dmc,yes,dissolute,conservative
5901,EN7050,n,cds,no,newborn height,inclusive
4392,EN5841,n,an,no,sharkie,inclusive
2854,EN3365,n,svp,no,gormandise,conservative
3811,EN168,n,ps,yes,idiocy,conservative
2588,EN8265,n,ps,yes,zulu-kaffirs,inclusive
2061,EN4773,n,dmc,yes,imp,inclusive
5943,EN560,n,an,no,donkeys,inclusive
3126,EN6902,a,re,no,raging,inclusive
5217,EN4324,n,an,no,chazer,inclusive
3010,EN4736,n,qas,no,ideology,inclusive
2959,EN303,n,qas,no,confederate,inclusive
6380,EN4970,a,dmc,yes,base,conservative
723,EN7428,n,an,no,cocaroah,inclusive
6706,EN5074,n,cds,no,loanshark,conservative
1118,EN6837,v,cds,no,shrink,inclusive
118,EN1007,n,cds,no,pandemonium,inclusive
8137,EN6032,n,dmc,yes,peewee,conservative
5348,EN842,n,qas,no,baroque,inclusive
5129,EN1708,n,an,no,skunk,conservative
6214,EN6778,v,cds,no,guttle,inclusive
1500,EN7588,n,re,no,violator,conservative
2216,EN2971,a,ddp,yes,fleeceable,conservative
5736,EN735,n,ps,yes,tyke,conservative
