0.8145625,('villain', 'villian')
0.18523014,('beggar', 'have-not')
0.18517104,('poverty', 'unintegrated')
0.18483819,('poorest', 'detached')
0.18472566,('miser', 'penniless')
0.18461539,('villian', 'detached')
0.18455763,('pathetic', 'miscreants')
0.18449804,('poverty-stricken', 'separated')
0.18447812,('impoverished', 'miscreants')
0.18435568,('sad', 'hapless')
0.18430358,('low-income', 'unintegrated')
0.18416484,('misfortunate', 'detached')
0.1841248,('wretch', 'villan')
0.18409885,('wrong', 'meanness')
0.18381672,('misers', 'hapless')
0.18370664,('ill-timed', 'heavies')
0.18329403,('pariah', 'paupers')
0.18317594,('outcast', 'villainous')
0.18306234,('supplicate', 'mean')
0.18301712,('wretch', 'villain')
0.18246236,('miscreants', 'meanness')
0.18242894,('scoundrel', 'villain')
0.18240808,('wretch', 'untimely')
0.18226048,('villainous', 'untimely')
0.18206573,('poorly', 'narrow')
0.18202177,('pauper', 'badguy')
0.18174526,('parochial', 'detached')
0.18169178,('villan', 'villainess')
0.1815258,('sad', 'isolated')
0.18140423,('wretch', 'have-not')
0.18097664,('castaway', 'have-not')
0.18095088,('parochial', 'misfortunate')
0.18093272,('meager', 'penniless')
0.18071133,('ishmael', 'pray')
0.18068309,('meagre', 'poor')
0.18058066,('poverty-stricken', 'impoverishing')
0.18044116,('piteous', 'miser')
0.18033125,('scrooge', 'badguy')
0.1803247,('wretched', 'miser')
0.1801962,('destitute', 'miscreants')
0.18000329,('churl', 'poorness')
0.17990172,('pathetic', 'villians')
0.17952812,('pitiable', 'scoundrel')
0.17936072,('supplicate', 'pitiable')
0.17925687,('wretch', 'villians')
0.17918855,('impoverished', 'unseasonable')
0.1791045,('ishmael', 'meanness')
0.17901008,('beggar', 'ishmael')
0.17897004,('parsimony', 'meanness')
0.17893937,('pitiable', 'pariah')
0.1789288,('pathetic', 'wrong')
0.1789044,('pauper', 'untimely')
0.17866668,('pitiful', 'have-not')
0.17860998,('pathetic', 'pariah')
0.17850575,('indigent', 'penniless')
0.1783249,('niggard', 'stingy')
0.17810783,('impoverish', 'unintegrated')
0.17810045,('pathetic', 'supplicate')
0.17807218,('churl', 'narrow-minded')
0.17776412,('untimely', 'unintegrated')
0.17759922,('pariah', 'impoverishment')
0.17758052,('miserable', 'stinginess')
0.17754638,('segregated', 'sad')
0.17737518,('supplicate', 'scoundrel')
0.17706037,('miserable', 'impoverish')
0.1767836,('unfortunate', 'stinginess')
0.17672062,('paupers', 'cheapskate')
0.17667304,('misfortunate', 'cheapskate')
0.17644654,('indigent', 'pitiable')
0.17640361,('impoverished', 'dropout')
0.1763912,('beggar', 'poorest')
0.17636994,('parochial', 'pariahs')
0.17625637,('scrooge', 'penniless')
0.17619786,('miserable', 'separated')
0.17607617,('segregated', 'impoverish')
0.17605413,('sad', 'piteous')
0.17594308,('piteous', 'penniless')
0.17593898,('supplicate', 'villan')
0.17588577,('stingy', 'miser')
0.17572407,('niggard', 'piteous')
0.17567782,('parochial', 'piteous')
0.17566563,('implore', 'impoverish')
0.17527084,('ishmael', 'wretched')
0.17517264,('cheapskate', 'meager')
0.17505337,('detached', 'stinginess')
0.17504711,('villan', 'skinflint')
0.17453332,('indigent', 'pauper')
0.17447574,('pauper', 'tightwad')
0.17444488,('ishmael', 'scoundrel')
0.17420791,('untimely', 'meanness')
0.17420791,('tightwad', 'villan')
0.17417814,('poverty', 'pariahs')
0.17412812,('wretch', 'scrooge')
0.17406978,('mendicant', 'badguy')
0.17384776,('poor', 'impoverishment')
0.1736459,('pathetic', 'beggar')
0.17342775,('miser', 'beg')
0.1732435,('poorly', 'low-income')
0.17259428,('implore', 'churl')
0.17237924,('ill-timed', 'poorly')
0.17215529,('dropout', 'misers')
0.17210734,('stingy', 'misers')
0.17174488,('outcast', 'hapless')
0.17152819,('skinflint', 'villainess')
0.17147668,('misers', 'paupers')
0.1713835,('churl', 'ishmael')
0.1707353,('destitute', 'misfortunate')
0.17068207,('outcast', 'wretched')
0.17013653,('miserable', 'misfortunate')
0.17009403,('meagre', 'impoverishment')
0.16981499,('pathetic', 'meager')
0.16981372,('stinginess', 'narrow')
0.1698002,('pariahs', 'penniless')
0.169641,('pathetic', 'misfortunate')
0.16923831,('churl', 'supplicate')
0.16914776,('villan', 'piteous')
0.16912164,('outcast', 'paupers')
0.16860537,('sad', 'pariah')
0.16842258,('poorness', 'misers')
0.16840613,('mendicant', 'pauper')
0.1682726,('parsimonious', 'heavies')
0.16817929,('scoundrel', 'penniless')
0.1680837,('poor', 'poorly')
0.16788954,('poverty', 'unhappy')
0.1676757,('impoverish', 'penniless')
0.16754049,('beggar', 'misers')
0.16740076,('indigent', 'piteous')
0.16734694,('beggar', 'meager')
0.16730061,('unseasonable', 'villan')
0.16699876,('impoverished', 'pariahs')
0.16698718,('pariah', 'untimely')
0.16656867,('miscreants', 'pariah')
0.1665387,('dropout', 'cheapskate')
0.16633633,('ishmael', 'parsimonious')
0.16630696,('churl', 'sad')
0.16629668,('miser', 'meanness')
0.16625029,('scrooge', 'miserable')
0.16616166,('wretched', 'pray')
0.16609982,('misers', 'unintegrated')
0.16605814,('miserable', 'miscreants')
0.16592482,('low-income', 'stinginess')
0.16590142,('castaway', 'untimely')
0.16590002,('pauper', 'piteous')
0.16557665,('poverty-stricken', 'beg')
0.16541567,('wrong', 'poorer')
0.16507621,('wretched', 'separated')
0.16501236,('scrooge', 'castaway')
0.16475928,('poverty', 'insular')
0.16471964,('beggar', 'poorer')
0.16465275,('indigent', 'wretched')
0.16438897,('churl', 'villainous')
0.164264,('scoundrel', 'have-not')
0.16425335,('wretch', 'paupers')
0.16423339,('paupers', 'narrow-minded')
0.16412206,('mendicant', 'beggar')
0.16363364,('villian', 'narrow-minded')
0.1636027,('misers', 'narrow-minded')
0.16357075,('pauper', 'destitute')
0.1635705,('poverty-stricken', 'detached')
0.16333397,('misers', 'pitiful')
0.16310777,('segregated', 'stinginess')
0.16305487,('impoverished', 'paupers')
0.16275088,('impoverishment', 'meager')
0.1627247,('beg', 'mean')
0.16229315,('wrong', 'separated')
0.16223344,('stingy', 'skinflint')
0.16217956,('poor', 'impoverishing')
0.16167776,('implore', 'scoundrel')
0.16156834,('outcast', 'pitiable')
0.16120452,('villian', 'piteous')
0.16113465,('outcast', 'pitiful')
0.16108714,('indigent', 'meagre')
0.16096465,('pitiful', 'penniless')
0.16081919,('scoundrel', 'poorness')
0.16030006,('miscreants', 'pitiful')
0.16024882,('paupers', 'miser')
0.16020787,('segregated', 'wrong')
0.16013515,('isolated', 'penniless')
0.15997961,('misfortunate', 'unintegrated')
0.15985301,('poor', 'piteous')
0.15959866,('impoverish', 'hapless')
0.15933427,('villians', 'villainess')
0.15929218,('mendicant', 'miser')
0.15926206,('insular', 'poorly')
0.15911762,('poor', 'paupers')
0.15895885,('niggard', 'unintegrated')
0.15874586,('unseasonable', 'dropout')
0.15855245,('badguy', 'stingy')
0.15825589,('mean', 'separated')
0.15806465,('wretched', 'unintegrated')
0.15802932,('misfortunate', 'impoverish')
0.15792866,('tightwad', 'miser')
0.1579083,('villians', 'narrow-minded')
0.15779744,('meagre', 'stinginess')
0.15778369,('misers', 'pray')
0.15747418,('villians', 'scrooge')
0.15745403,('pauper', 'villainess')
0.1573829,('pariah', 'hapless')
0.1573333,('villain', 'villainess')
0.1573169,('wretch', 'castaway')
0.15683337,('ishmael', 'poorness')
0.1567985,('pitiful', 'isolated')
0.15675342,('miserable', 'beg')
0.1566517,('churl', 'stingy')
0.15633073,('stingy', 'detached')
0.15621953,('castaway', 'miser')
0.15616612,('mendicant', 'pitiful')
0.15607762,('beggar', 'pitiful')
0.15596895,('beggar', 'pitiable')
0.15592664,('parsimonious', 'have-not')
0.15592133,('villainous', 'villainess')
0.15587497,('villians', 'pariahs')
0.15581426,('impoverished', 'sad')
0.1556252,('beggar', 'untimely')
0.15544438,('poverty', 'untimely')
0.15474129,('niggard', 'tightwad')
0.15463753,('parochial', 'beggar')
0.15455294,('destitute', 'impoverishing')
0.15446307,('poorly', 'narrow-minded')
0.15390536,('hapless', 'pariahs')
0.15372236,('parsimonious', 'villian')
0.1536163,('pathetic', 'poorer')
0.15343344,('scoundrel', 'piteous')
0.15341192,('miser', 'meager')
0.1532627,('insular', 'wrong')
0.15290035,('churl', 'pray')
0.15251878,('misers', 'impoverishment')
0.15240788,('badguy', 'pariah')
0.15236467,('supplicate', 'poorness')
0.15197301,('poorer', 'meager')
0.1519668,('poverty', 'paupers')
0.15170665,('pitiable', 'villainess')
0.1516306,('parsimony', 'have-not')
0.15148947,('hapless', 'villain')
0.15144345,('sad', 'poorness')
0.15134947,('outcast', 'scoundrel')
0.1513357,('detached', 'impoverishing')
0.15126906,('wretched', 'meager')
0.15090308,('miscreants', 'villain')
0.15085083,('unfortunate', 'wrong')
0.15079643,('wretch', 'villainous')
0.15066224,('insular', 'miscreants')
0.15065633,('pauper', 'misfortunate')
0.15053591,('isolated', 'untimely')
0.15042433,('indigent', 'beggar')
0.15040815,('impoverish', 'cheapskate')
0.15015149,('niggard', 'ishmael')
0.15002513,('misfortunate', 'miser')
0.14995235,('villain', 'cheapskate')
0.1498959,('badguy', 'tightwad')
0.1498145,('miserable', 'piteous')
0.14979436,('hapless', 'villian')
0.1493644,('miserable', 'narrow')
0.14900708,('paupers', 'villain')
0.14899454,('insular', 'tightwad')
0.14897092,('scoundrel', 'pray')
0.14888698,('hapless', 'detached')
0.14884804,('untimely', 'beg')
0.14884028,('tightwad', 'meanness')
0.1487968,('parochial', 'indigent')
0.14860806,('ishmael', 'impoverishment')
0.14840388,('parochial', 'isolated')
0.14839661,('wretched', 'meanness')
0.1483734,('sad', 'narrow')
0.14821182,('impoverished', 'untimely')
0.14801796,('unfortunate', 'separated')
0.1478435,('pathetic', 'poverty-stricken')
0.14781399,('dropout', 'pariahs')
0.1478017,('supplicate', 'cheapskate')
0.14776205,('villians', 'paupers')
0.14770582,('unfortunate', 'poorer')
0.14768611,('pariah', 'villian')
0.1476774,('miscreants', 'separated')
0.14765318,('ishmael', 'cheapskate')
0.14762115,('pathetic', 'stinginess')
0.14730453,('pariah', 'meager')
0.14721178,('indigent', 'untimely')
0.14708632,('poorest', 'meager')
0.14690164,('pathetic', 'narrow')
0.14661838,('destitute', 'dropout')
0.14651644,('miscreants', 'impoverish')
0.14634193,('untimely', 'meager')
0.14628041,('villians', 'stingy')
0.14627843,('parsimony', 'ishmael')
0.14620191,('unseasonable', 'villian')
0.1461414,('parochial', 'hapless')
0.14608316,('poorly', 'stinginess')
0.14601927,('indigent', 'churl')
0.1459052,('indigent', 'misfortunate')
0.14585337,('piteous', 'detached')
0.14577298,('supplicate', 'unintegrated')
0.14572288,('scrooge', 'poor')
0.14563662,('mean', 'impoverishment')
0.1455005,('miscreants', 'cheapskate')
0.14527951,('castaway', 'villainous')
0.1450587,('villians', 'hapless')
0.14454617,('tightwad', 'unhappy')
0.1444937,('unintegrated', 'narrow-minded')
0.14440858,('ill-timed', 'pariah')
0.14418237,('tightwad', 'wrong')
0.14410262,('pathetic', 'isolated')
0.14407393,('impoverish', 'pray')
0.14397377,('parsimony', 'niggard')
0.14349623,('pitiable', 'miser')
0.14348504,('wretched', 'pariah')
0.14333606,('poorest', 'stinginess')
0.14279637,('scrooge', 'churl')
0.14273547,('villainous', 'misfortunate')
0.14247274,('pathetic', 'villian')
0.14240171,('mendicant', 'supplicate')
0.14239447,('parsimony', 'unintegrated')
0.14239156,('tightwad', 'separated')
0.14224282,('castaway', 'badguy')
0.14216617,('castaway', 'skinflint')
0.1421104,('poorly', 'unhappy')
0.14205699,('meagre', 'poorest')
0.14175549,('parochial', 'cheapskate')
0.14175087,('churl', 'pitiable')
0.14169334,('poor', 'dropout')
0.14167355,('detached', 'pariahs')
0.14167024,('scoundrel', 'beg')
0.1415621,('pitiful', 'poorest')
0.1414894,('pauper', 'supplicate')
0.14146963,('stingy', 'meanness')
0.14130549,('pauper', 'detached')
0.14112471,('parsimonious', 'scoundrel')
0.14107506,('castaway', 'villainess')
0.14083548,('pitiable', 'stinginess')
0.14078806,('impoverishment', 'meanness')
0.14074267,('villians', 'pitiful')
0.14073056,('outcast', 'villian')
0.14024429,('scrooge', 'have-not')
0.13975494,('mendicant', 'sad')
0.13969007,('meagre', 'penniless')
0.13968758,('poorly', 'detached')
0.1395859,('pauper', 'pitiable')
0.1394861,('scrooge', 'supplicate')
0.13944967,('untimely', 'impoverishment')
0.13931209,('villian', 'penniless')
0.13924989,('poverty', 'outcast')
0.13919525,('poverty', 'miscreants')
0.13913341,('wretch', 'supplicate')
0.13883679,('scoundrel', 'miser')
0.13872394,('impoverishment', 'penniless')
0.13860384,('villians', 'misers')
0.13857393,('unfortunate', 'stingy')
0.13849455,('unfortunate', 'pariah')
0.1384089,('insular', 'untimely')
0.13834083,('villians', 'sad')
0.13830617,('misfortunate', 'pitiable')
0.13809821,('parsimony', 'skinflint')
0.13807774,('pitiable', 'narrow')
0.1379489,('hapless', 'paupers')
0.1378319,('poorness', 'separated')
0.13776702,('pauper', 'ishmael')
0.13774332,('poverty', 'meanness')
0.13773127,('meagre', 'wretched')
0.13767634,('tightwad', 'villainess')
0.13764836,('wretch', 'parsimonious')
0.13763975,('tightwad', 'pariah')
0.13754949,('badguy', 'cheapskate')
0.13751139,('pitiful', 'untimely')
0.13748053,('ill-timed', 'poorer')
0.13725981,('mendicant', 'impoverished')
0.13707434,('stingy', 'low-income')
0.13703454,('unseasonable', 'parochial')
0.13700336,('mean', 'impoverishing')
0.1368444,('have-not', 'villainess')
0.13663597,('poor', 'pitiable')
0.13650517,('pariahs', 'impoverishing')
0.13646938,('stingy', 'meager')
0.13636191,('poverty-stricken', 'mean')
0.13597421,('sad', 'skinflint')
0.1359683,('niggard', 'narrow-minded')
0.13569483,('miserable', 'tightwad')
0.13553327,('scoundrel', 'pariahs')
0.13541421,('unhappy', 'impoverishing')
0.13480136,('impoverish', 'unhappy')
0.1347784,('poverty-stricken', 'stinginess')
0.13476484,('segregated', 'stingy')
0.13464752,('miserable', 'have-not')
0.13461687,('narrow-minded', 'stinginess')
0.1343425,('dropout', 'hapless')
0.13404623,('parsimony', 'tightwad')
0.13403887,('miscreants', 'poorness')
0.13387284,('segregated', 'dropout')
0.13376544,('wretched', 'impoverish')
0.1335677,('beggar', 'skinflint')
0.13350172,('beg', 'impoverishment')
0.13281737,('parsimonious', 'wrong')
0.1327382,('miserable', 'supplicate')
0.13272849,('paupers', 'villian')
0.1325623,('beg', 'penniless')
0.13254054,('poverty-stricken', 'penniless')
0.13241458,('have-not', 'impoverishing')
0.13228406,('villainess', 'penniless')
0.13209982,('unintegrated', 'impoverishing')
0.13154317,('poverty', 'detached')
0.13147956,('dropout', 'villainess')
0.13146576,('tightwad', 'miscreants')
0.13139395,('ishmael', 'miscreants')
0.13131304,('unhappy', 'meager')
0.13126485,('misfortunate', 'penniless')
0.13125263,('beggar', 'supplicate')
0.13122332,('misfortunate', 'dropout')
0.13104315,('churl', 'dropout')
0.13092794,('niggard', 'pitiable')
0.13070813,('miscreants', 'isolated')
0.13059245,('unseasonable', 'poorly')
0.13056155,('wretch', 'skinflint')
0.13055976,('pitiful', 'meanness')
0.13049597,('pariah', 'impoverishing')
0.13048537,('destitute', 'beg')
0.13043493,('poorness', 'piteous')
0.13021702,('villians', 'castaway')
0.13016143,('pauper', 'outcast')
0.13003032,('indigent', 'supplicate')
0.12984066,('stingy', 'villan')
0.12982288,('poorness', 'meager')
0.12967257,('pitiful', 'villian')
0.12962262,('parsimony', 'misfortunate')
0.1295571,('insular', 'unintegrated')
0.12941302,('parochial', 'have-not')
0.12933147,('separated', 'stinginess')
0.12929352,('parochial', 'miserable')
0.12870066,('dropout', 'poorest')
0.12869176,('misfortunate', 'impoverishing')
0.1286222,('wrong', 'detached')
0.12860286,('tightwad', 'misers')
0.12827167,('meagre', 'tightwad')
0.12780795,('villainous', 'miser')
0.12777746,('badguy', 'piteous')
0.12774122,('beggar', 'hapless')
0.12772678,('ill-timed', 'narrow')
0.12771864,('villan', 'paupers')
0.12752329,('parochial', 'destitute')
0.12744127,('pauper', 'dropout')
0.12740014,('narrow-minded', 'penniless')
0.12730487,('parochial', 'wrong')
0.12693949,('villainous', 'poorly')
0.1268739,('indigent', 'pariah')
0.12684213,('castaway', 'isolated')
0.12650882,('misfortunate', 'untimely')
0.12649554,('poverty', 'unfortunate')
0.12641957,('ishmael', 'supplicate')
0.12633303,('poorly', 'pitiful')
0.1262435,('poverty-stricken', 'impoverishment')
0.12620418,('meagre', 'poorness')
0.1261975,('castaway', 'scoundrel')
0.1260976,('villainous', 'isolated')
0.12590413,('outcast', 'tightwad')
0.12581336,('indigent', 'beg')
0.12572071,('scrooge', 'niggard')
0.12553252,('unfortunate', 'poorly')
0.1255258,('destitute', 'pitiable')
0.12542817,('paupers', 'unhappy')
0.125361,('scoundrel', 'villian')
0.1253349,('pauper', 'meager')
0.1253215,('ishmael', 'villian')
0.1252777,('ill-timed', 'misfortunate')
0.12523147,('untimely', 'narrow')
0.12515208,('stingy', 'supplicate')
0.124994606,('segregated', 'unseasonable')
0.12498298,('pathetic', 'meagre')
0.12490742,('outcast', 'low-income')
0.12479304,('mendicant', 'parsimonious')
0.124631874,('villan', 'poorness')
0.12435882,('segregated', 'villainous')
0.12425159,('beggar', 'miscreants')
0.124177605,('badguy', 'pitiable')
0.12408705,('unfortunate', 'poverty-stricken')
0.12390857,('paupers', 'impoverishing')
0.12357916,('stingy', 'piteous')
0.1232585,('misfortunate', 'poorness')
0.123025596,('low-income', 'hapless')
0.123011686,('pitiful', 'unintegrated')
0.122952126,('villainous', 'narrow')
0.122772194,('beggar', 'beg')
0.12251328,('ill-timed', 'stingy')
0.122245856,('parochial', 'stinginess')
0.12218322,('parochial', 'villian')
0.12205741,('dropout', 'poorer')
0.12202971,('poverty', 'narrow')
0.12197092,('parsimony', 'scoundrel')
0.12194405,('indigent', 'narrow-minded')
0.12182719,('poorer', 'narrow')
0.12137677,('poverty', 'beggar')
0.12136011,('destitute', 'poorly')
0.12121612,('villainous', 'pariahs')
0.121105224,('misers', 'impoverish')
0.12108214,('misfortunate', 'unhappy')
0.121058114,('wretch', 'unhappy')
0.121022664,('pitiful', 'villainess')
0.12078862,('pitiable', 'villain')
0.1207005,('scoundrel', 'heavies')
0.12058763,('wretched', 'poorness')
0.120479256,('misers', 'pariahs')
0.120472886,('indigent', 'poverty')
0.120326,('churl', 'paupers')
0.120301485,('impoverished', 'hapless')
0.12029858,('villainous', 'parsimonious')
0.12013287,('pauper', 'skinflint')
0.120128915,('villians', 'heavies')
0.11970078,('miser', 'have-not')
0.119584985,('castaway', 'misfortunate')
0.11946333,('pitiful', 'stinginess')
0.119424894,('badguy', 'misfortunate')
0.11926247,('castaway', 'pray')
0.11915408,('niggard', 'supplicate')
0.119127564,('cheapskate', 'meanness')
0.11872511,('impoverish', 'stinginess')
0.11870962,('badguy', 'poorness')
0.11848053,('supplicate', 'villian')
0.11840427,('poorest', 'penniless')
0.11836868,('tightwad', 'villian')
0.11820917,('destitute', 'unintegrated')
0.11818395,('badguy', 'narrow-minded')
0.11795701,('meager', 'heavies')
0.11794817,('wretch', 'outcast')
0.11788832,('scrooge', 'tightwad')
0.11787842,('unseasonable', 'have-not')
0.11784062,('impoverished', 'beg')
0.11771589,('destitute', 'wrong')
0.11770896,('sad', 'penniless')
0.11758421,('unseasonable', 'narrow-minded')
0.1173266,('castaway', 'poorness')
0.11694223,('sad', 'villainess')
0.11683027,('impoverished', 'narrow')
0.11673419,('unfortunate', 'low-income')
0.11669859,('meagre', 'narrow')
0.116495185,('poorness', 'villainess')
0.11645515,('sad', 'ill-timed')
0.11639619,('indigent', 'pitiful')
0.11630893,('ishmael', 'penniless')
0.11625706,('villainous', 'miscreants')
0.116247244,('pathetic', 'pariahs')
0.11617622,('implore', 'parsimony')
0.11601742,('unfortunate', 'villain')
0.11559616,('poorest', 'narrow-minded')
0.11557012,('poverty', 'pariah')
0.115497984,('supplicate', 'paupers')
0.11548828,('parochial', 'niggard')
0.115295894,('isolated', 'impoverishing')
0.1152947,('ill-timed', 'stinginess')
0.11516592,('miserable', 'poorness')
0.11513392,('poorest', 'narrow')
0.11510071,('destitute', 'piteous')
0.114758834,('villan', 'have-not')
0.11475314,('segregated', 'impoverishment')
0.114682816,('churl', 'hapless')
0.11463648,('scrooge', 'pariah')
0.114561595,('pariah', 'stinginess')
0.11445272,('sad', 'separated')
0.1143106,('parsimony', 'ill-timed')
0.11427491,('tightwad', 'pitiable')
0.11417196,('poorly', 'meager')
0.11401072,('indigent', 'hapless')
0.113910384,('paupers', 'beg')
0.11382369,('outcast', 'narrow')
0.11376632,('parsimony', 'paupers')
0.11370858,('destitute', 'villainous')
0.11367316,('unseasonable', 'villians')
0.1134975,('parochial', 'misers')
0.11341408,('badguy', 'heavies')
0.1133021,('parsimonious', 'piteous')
0.11320763,('supplicate', 'parsimonious')
0.112900905,('pathetic', 'poorest')
0.11280058,('wretched', 'pariahs')
0.11271296,('niggard', 'hapless')
0.11267159,('pauper', 'stingy')
0.1124973,('churl', 'wretched')
0.11218107,('pauper', 'narrow')
0.112054795,('low-income', 'detached')
0.112039,('badguy', 'paupers')
0.11182953,('mendicant', 'detached')
0.111784145,('miserable', 'dropout')
0.1115606,('impoverish', 'separated')
0.11151595,('poverty', 'dropout')
0.1114621,('meagre', 'unfortunate')
0.11121317,('indigent', 'paupers')
0.11107437,('poorness', 'heavies')
0.111066006,('stingy', 'narrow')
0.111057855,('poverty', 'poorly')
0.11091765,('pauper', 'hapless')
0.110894784,('scoundrel', 'impoverishment')
0.110795744,('villainous', 'paupers')
0.11073936,('misers', 'meanness')
0.11069504,('meagre', 'poorer')
0.11059985,('unseasonable', 'stingy')
0.1105796,('scrooge', 'sad')
0.110467404,('meagre', 'miser')
0.11042669,('pariah', 'have-not')
0.11039403,('narrow', 'meanness')
0.11039224,('unfortunate', 'impoverishment')
0.1103302,('wrong', 'poorest')
0.110286556,('stingy', 'villain')
0.110185854,('wretch', 'ishmael')
0.10991545,('poor', 'pariahs')
0.10985044,('wrong', 'impoverishing')
0.109830216,('poverty-stricken', 'piteous')
0.1092345,('segregated', 'unintegrated')
0.108941324,('villians', 'cheapskate')
0.10881202,('villainous', 'ill-timed')
0.10867954,('pathetic', 'untimely')
0.10866993,('mean', 'narrow-minded')
0.10864874,('poverty-stricken', 'narrow-minded')
0.10864677,('parochial', 'pauper')
0.10860134,('ill-timed', 'dropout')
0.10853051,('ill-timed', 'impoverish')
0.10797257,('pitiable', 'skinflint')
0.10780443,('untimely', 'have-not')
0.1077116,('low-income', 'beg')
0.10762393,('mendicant', 'wretch')
0.10735171,('wretched', 'stinginess')
0.10727517,('stinginess', 'pariahs')
0.10713361,('parochial', 'skinflint')
0.10711623,('meagre', 'poverty-stricken')
0.10709948,('supplicate', 'skinflint')
0.106998906,('castaway', 'meanness')
0.10698129,('pariah', 'separated')
0.10692035,('indigent', 'sad')
0.10687061,('miscreants', 'penniless')
0.10685359,('scrooge', 'destitute')
0.106743366,('stingy', 'poorness')
0.10650575,('impoverish', 'have-not')
0.10640295,('meagre', 'cheapskate')
0.1059965,('miserable', 'scoundrel')
0.1058488,('misers', 'beg')
0.10572674,('wretch', 'poorness')
0.1055929,('hapless', 'beg')
0.10543768,('wretched', 'villian')
0.10527834,('untimely', 'piteous')
0.10527202,('mendicant', 'scrooge')
0.10516386,('misfortunate', 'hapless')
0.10498691,('unfortunate', 'poorness')
0.104700014,('pariah', 'low-income')
0.10458011,('parochial', 'poverty')
0.10454184,('segregated', 'narrow-minded')
0.10440169,('separated', 'unintegrated')
0.104383804,('wrong', 'pariah')
0.10390489,('mendicant', 'villain')
0.10366973,('villain', 'narrow-minded')
0.103422545,('parsimony', 'cheapskate')
0.103347175,('scrooge', 'wretched')
0.10325268,('miserable', 'villian')
0.10312657,('poor', 'beg')
0.10310805,('badguy', 'untimely')
0.103011966,('pariah', 'meanness')
0.10301128,('beggar', 'narrow-minded')
0.102879725,('miserable', 'wrong')
0.10274138,('miserable', 'villain')
0.10270102,('poverty', 'have-not')
0.102656566,('villan', 'hapless')
0.10251186,('indigent', 'villainous')
0.10219539,('beggar', 'poverty-stricken')
0.10213315,('wretch', 'hapless')
0.1021242,('ill-timed', 'narrow-minded')
0.10184535,('unseasonable', 'villain')
0.10172022,('scoundrel', 'pitiful')
0.1014733,('sad', 'pariahs')
0.101463825,('meagre', 'unhappy')
0.10138981,('poverty-stricken', 'unhappy')
0.101328604,('stingy', 'ishmael')
0.10115102,('impoverishment', 'pray')
0.10108326,('piteous', 'narrow-minded')
0.1009737,('dropout', 'villian')
0.10086969,('poorly', 'poorer')
0.10081482,('villan', 'scoundrel')
0.10044595,('pitiable', 'unintegrated')
0.100412816,('poverty', 'parsimony')
0.100321166,('parochial', 'unintegrated')
0.100173235,('impoverish', 'piteous')
0.10013245,('beggar', 'pariahs')
0.1000716,('misfortunate', 'poverty-stricken')
0.09996519,('scoundrel', 'impoverish')
0.09994561,('badguy', 'detached')
0.099813126,('detached', 'penniless')
0.099639535,('parochial', 'poorest')
0.09946167,('tightwad', 'impoverishing')
0.099231236,('meagre', 'villainess')
0.09921011,('unfortunate', 'scoundrel')
0.09917926,('villainous', 'wrong')
0.099133186,('villain', 'penniless')
0.0990513,('sad', 'cheapskate')
0.09903541,('pitiable', 'misers')
0.09896188,('pathetic', 'scrooge')
0.09893794,('wrong', 'narrow')
0.098936714,('penniless', 'impoverishing')
0.0989234,('indigent', 'isolated')
0.09889089,('parsimonious', 'poorness')
0.09887148,('unfortunate', 'meager')
0.09887141,('ishmael', 'misfortunate')
0.09876894,('miser', 'mean')
0.09849824,('pathetic', 'beg')
0.09846452,('poorest', 'unintegrated')
0.09839685,('pathetic', 'segregated')
0.098362416,('unfortunate', 'villian')
0.09828968,('wretch', 'pariah')
0.09825059,('poorness', 'poorer')
0.09817005,('destitute', 'churl')
0.098142326,('impoverished', 'pitiable')
0.0981275,('impoverish', 'paupers')
0.09810269,('pathetic', 'misers')
0.098082416,('pariahs', 'narrow')
0.098041564,('villainous', 'poor')
0.09799771,('villain', 'unhappy')
0.097636774,('stingy', 'impoverishing')
0.09751908,('meagre', 'stingy')
0.09750584,('poorness', 'wrong')
0.09749515,('villainous', 'impoverish')
0.097446375,('misfortunate', 'isolated')
0.097381234,('mendicant', 'have-not')
0.09722423,('pauper', 'parsimonious')
0.09703236,('miserable', 'miser')
0.09693507,('impoverish', 'narrow-minded')
0.096925,('villainous', 'tightwad')
0.09692054,('parochial', 'parsimonious')
0.09688725,('wretch', 'piteous')
0.0968276,('churl', 'unintegrated')
0.096782535,('badguy', 'dropout')
0.096758395,('tightwad', 'poor')
0.09674925,('untimely', 'cheapskate')
0.096636295,('badguy', 'scoundrel')
0.09646105,('untimely', 'heavies')
0.09624062,('meagre', 'poorly')
0.09607933,('castaway', 'piteous')
0.09594929,('parsimony', 'impoverishing')
0.09592251,('stingy', 'miscreants')
0.0958559,('miscreants', 'pitiable')
0.095734656,('unseasonable', 'miserable')
0.09564263,('mendicant', 'unhappy')
0.09551687,('churl', 'pitiful')
0.09540174,('poorness', 'pitiful')
0.09531696,('churl', 'poor')
0.09529616,('villians', 'miser')
0.0952184,('unseasonable', 'poorer')
0.09518304,('sad', 'misers')
0.09485897,('stingy', 'scoundrel')
0.094730526,('poorness', 'penniless')
0.09446216,('scrooge', 'impoverishment')
0.09426339,('unseasonable', 'pariahs')
0.094063744,('ill-timed', 'cheapskate')
0.0935804,('badguy', 'skinflint')
0.09342894,('insular', 'villain')
0.09339603,('pathetic', 'churl')
0.09327266,('miscreants', 'poverty-stricken')
0.09313987,('indigent', 'outcast')
